"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2020067587","02","2","2 EAST DR","","MECHANICSBURG","PA","17050","ASSOCIATED PRODUCTS SERVICES","7177667545","019500","","","","","N","","","","","","N","","","","","","","","3","01617553","03"
"2020088990","02","8","2905 ABBOTTSFORD AVE","","PHILADELPHIA","PA","19129","PHILLY TRANSPORTATION LLC","2674608698","031000","","","","","N","","","","","","N","","","","","","","","3","01497653","12"
"2020109359","02","4","214 FOGLIO LN","","STROUDSBURG","PA","18360","LASTING IMPRESSIONS LANDSCAPING","5704208858","014000","","","","","N","","","","","","N","","","","","","","","2","01279497","02"
"2020095649","03","0","641 MAIN ST","","FORDS","NJ","08863","NJT GLOBAL LOGISTICS LLC","5705796044","080000","","","","","N","","","","","","N","","","","","","","","1","03257408","04"
"2020079987","05","1","500 OLD DOMINION WAY","","THOMASVILLE","NC","27360","OLD DOMINION","3368895000","080000","","","","","N","","","","","","N","","","","","","","","1","00090849","08"
"2020101210","04","4","135 BENTZ MILL RD","","EASR BERLIN","PA","17316","WAGGONER CONSTRUCTION","7174328403","","","","","","N","","","","","","N","","","","","","","","1","00846945","04"
"2020046595","05","4","117 MOONLIGHT DRIVE","","SMITHFIELD","PA","15478","NORTHERN A-1 ENVIRONMENTAL","7244399012","","","","","","N","","","","","","","","","","","","","","1","00345134","04"
"2020091039","02","3","710 E CRAWFORD AVE","","CONNELLSVILLE","PA","15425","DOOP GARAGE","7246287388","025900","","","","","N","","","","","","N","","","","","","","","2","02321759","00"
"2020106360","03","0","13410 SUTTON PARK DR SOUTH","","JACKSONVILLE","FL","32224","LANDSTAR RANGER INC","9043989400","080000","","","","","N","","","","","","N","","","","","","","","1","00241572","08"
"2020078235","02","1","410 TERRY AVENUE N","","SEATTLE","WA","981095210","AMAZON","2062661000","999999","","","","","N","","","","","","N","","","","","","","","1","02881058","00"
"2020111292","99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA TRANSPORTATION","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","13"
"2020028248","02","4","1421 NW END BLVD","","QUAKERTOWN","PA","18951","CMP WORKS GROUP, INC","2679991999","023200","","","","","N","","","","","","N","","","","","","","","1","02641709","03"
"2020080193","02","3","327 DAHCONEGA SUITE 920A","","CUMMING","GA","30040","CONVOY CAPITAL LLC","3023274090","080000","","","","","N","","","","","","N","","","","","","","","2","02208196","08"
"2020018025","04","0","15910 SOUTH 169 HIGHWAY","","OLATHE","KS","66062","TRANSAM TRUCKING INC","9137825300","076000","","","","","N","","","","","","N","","","","","","","","1","00031550","04"
"2020004931","99","8","1234 MARKET STREET 14TH FLOOR","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRANSP","2155807800","052000","","","","","N","","","","","","N","","","","","","","","2","00010206","13"
"2020051450","99","1","510 LANCASTER AVE","","MALVERN","PA","19355","GORDAN MOTORS CARS LLC","9999999999","014500","","","","","N","","","","","","N","","","","","","","","2","","05"
"2020013659","04","4","2052 LUCON ROAD","","SKIPPACK","PA","19450","H & K GROUP INC","6105848500","073280","","","","","N","","","","","","N","","","","","","","","2","00027562","04"
"2020053766","05","1","2010 EAST HENNEPIN","","MINNEAPOLIS","MN","55405","LINE STAR CARRIERS LLC","6126446614","080000","","","","","N","","","","","","N","","","","","","","","1","02961113","08"
"2020053766","06","1","14949 ST RT 28 W","","ALEXANDRIA","IN","46001","R & L TRANSFER INC","9373821494","080000","","","","","N","","","","","","N","","","","","","","","2","00063391","08"
"2020032750","99","99","202 OAKLANE PO BOX 276","","NEW HOLLAND","PA","17557","FIRTH DAY FARM INC","9999999999","019500","","","","","N","","","","","","U","","","","","","","","1","","99"
"2020106946","05","6","6800 DOWERHOUSE RD","","UPPER MARLBORO","MD","20772","LEXIS TOWING AND TRANS SERVICE L","9999999999","080000","","","","","N","","","","","","Y","","","","","","","","1","01084251","08"
"2020090575","02","1","3447E CARSON ST","","PITTSBURGH","PA","15203","MATCON DIAMOND INC","4124810280","026000","","","","","N","","","","","","N","","","","","","","","1","01924791","02"
"2020004965","03","7","230 OBIE RD","","NEWMANSTOWN","PA","17073","WASTE INDUSTRIES OF PA","7179492363","073280","","","","","N","","","","","","N","","","","","","","","2","00198696","04"
"2020079283","05","1","490 OHIO ST","","LOCKPORT","NY","14094","D & G HEAVY EQUIPMENT LEASING LL","7164339294","080000","","","","","N","","","","","","N","","","","","","","","1","02153790","08"
"2020059234","99","0","2698 OLDE FIELD RD","","YORK","PA","17408","PAUL BIEVENOUR","9999999999","010001","","","","","N","","","","","","N","","","","","","","","1","","02"
"2020011551","02","1","15 OREGON AVE","","PHILADELPHIA","PA","19148","UPS","8007425877","024000","","","","","N","","","","","","N","","","","","","","","2","00021800","03"
"2020071634","09","1","1000 FEDEX DR.","","MOON TOWNSHIP","PA","15108","FEDEX GROUND PACKAGE SYSTEM INC","8004633339","","","","","","N","","","","","","N","","","","","","","","1","00265752","08"
"2020071634","03","0","200 WASHINGTON AVE","","DRAVOSBURG","PA","15034","A CRANE RENTAL LLC","3022721978","","","","","","N","","","","","","N","","","","","","","","2","02929176","04"
"2020026794","99","4","2700 WATER STREET","","YORK","PA","17403","KINSLEY CONSTRUCTION","9999999999","026000","","","","","N","","","","","","N","","","","","","","","1","","05"
"2020092070","02","7","425 WERNER AVE","","GLENOLDEN","PA","19036","HART AND SONS","6106569177","","","","","","N","","","","","","","","","","","","","","1","01636747","03"
"2020004340","02","8","5374 WILLIAM FLYNN HIGHWAY","","GIBSONIA","PA","15044","MONARK STUDENT TRANSPORTATION","7248983563","999999","","","","","N","","","","","","N","","","","","","","","2","00856887","12"
"2021000708","","99","3400 EDGEFIELD CT","","GREENSBORO","NC","27409","EPES TRANSPORT LLC","3366683358","","","","","","N","","","","","","N","","","","","","","","1","00120195","09"
"2020011437","02","99","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665214","026000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","13"
"2020045299","99","0","1200 MAIN ST","","BETHLEHEM","PA","18018","MORAVIAN COLLEGE AND SUBSIDIARY","9999999999","016500","","","","","N","","","","","","N","","","","","","","","2","","05"
"2020075747","02","8","140 INDUSTRIAL DR, PO BOX 95","","CRESSON","PA","16630","WILKINSON BUS LINES","8148864600","010000","","","","","N","","","","","","N","","","","","","","","3","00018058","10"
"2020014556","02","8","11771 EDINBORO RD","","EDINBORO","PA","16412","GENERAL MCLANE SCHOOL DISTRICT","8142731033","031000","","","","","N","","","","","","N","","","","","","","","1","01130045","12"
"2020083217","03","3","156 EPPING RD","","EXETER","NH","03833","APR & R LLC (NEW ENGLAND TRUCK C","8558484701","080000","","","","","N","","","","","","N","","","","","","","","3","00395242","09"
"2020052044","03","1","80 NEW FREDERICK ST","","WILKES-BARRE","PA","18702","MOUTAIN PRODUCTIONS","5708265566","080000","","","","","N","","","","","","N","","","","","","","","2","00258658","04"
"2020052044","02","99","853 ST JOHNS ROAD,","","DRUMS","PA","18222","ABBY ROAD TRAFFIC CONTROL","5707882950","025000","","","","","N","","","","","","N","","","","","","","","3","02174721","05"
"2020030234","03","1","190 HAWKINS DR","","SHELBYVILLE","TN","37160","BIG G  EXPRESS","8006849140","080000","","","","","N","","","","","","N","","","","","","","","2","00580685","08"
"2020018524","05","1","10990 ROE AVE.","","OVERLAND PARK","KS","66216","YRC INC.","8143712531","080000","","","","","N","","","","","","N","","","","","","","","2","00071821","06"
"2020018524","05","1","15910 S US 169 HWY","","OLATHE","KS","23800","TRANSAM TRUCKING INC.","9133247156","080000","","","","","N","","","","","","N","","","","","","","","3","00315503","06"
"2020028355","04","5","200 THREE TON RD","","MALVERN","PA","19355","KEYSTONE CONCRETE PUMPING","6106368514","046500","","","","","N","","","","","","N","","","","","","","","2","02065254","04"
"2020031175","99","99","UNKNOWN","","UNKNOWN","ZZ","UNKNOWN","UNKNOWN","9999999999","","","","","","N","","","","","","U","","","","","","","","2","99999999","08"
"2020036992","05","2","851 COUNTY LINE ROAD","","HUNTINGTON VALLEY","PA","19006","JDM MATERIALS COMPANY","2153338000","079000","","","","","N","","","","","","N","","A-0000000","","","","","","1","00157394","08"
"2020045051","05","1","2512 S FM 493","","DONNA","TX","78537","ROSA LINDA GARCIA","9566272521","080000","","","","","N","","","","","","N","","","","","","","","1","02569062","08"
"2020073966","02","7","4361 OREGON PK.","","EPHRATA","PA","17522","GOODS DISPOSAL SERVICE INC.","7179847696","073280","","","","","N","","","","","","N","","","","","","","","1","02074204","99"
"2020089020","99","99","2700 WATER ST","PO BOX 288","YORK","PA","17405","KINSLEY CONSTRUCTION INC","9999999999","015000","","","","","N","","","","","","U","","","","","","","","1","","99"
"2020106387","99","99","STE 1500,14002 E 21ST S","","TULSA","OK","74134","EAN HOLDINGS","9999999999","016000","","","","","N","","","","","","N","","","","","","","","1","","99"
"2020003811","04","4","197 SWAMP CREEK RD","","GILBERTSVILLE","PA","19525","WASTE MANAGEMENT OF PA INC.","7175976913","073280","","","","","N","","","","","","Y","","","","","","","","1","00344050","09"
"2020011515","02","8","1210 SPRINGHOUSE ROAD","","ALLENTOWN","PA","18104","PARKLAND SCHOOL DISTRICT","6103515690","023500","","","","","N","","","","","","N","","","","","","","","3","99999999","12"
"2020017271","06","1","1076 MANHEIM PIKE","","LANCASTER","PA","17601","LANCASTER OIL COMPANY","7173932627","061000","","","","","N","","","","","","N","","","","","","","","2","00424824","08"
"2020061343","99","99","99","","99","PA","99999","ROBS AUTOMOTIVE","9999999999","255500","","","","","N","","","","","","N","","","","","","","","2","","99"
"2020066639","99","6","238 N 10TH STREET","","ALLENTOWN","PA","18102","JNB TOWING","6107040967","","","","","","N","","","","","","N","","","","","","","","1","03258403","00"
"2020108976","05","1","106 SANTA BARBARA ROAD","","SMITHTON","PA","15479","JASON D JOHN","7242175249","080000","","","","","N","","","","","","N","","","","","","","","2","00038111","06"
"2020109773","05","1","15422 WILKSHIRE CT","","HOUSTON","TX","77069","LARBON LLC","4243436866","080000","","","","","N","","","","","","N","","","","","","","","2","03404182","08"
"2020097093","05","1","3901 W BROAD ST, PO BOX 25612","","RICHMOND","VA","23230","ESTES EXPRESS","8043531900","080000","8","9","","","Y","1","1","","","","N","","","","","","","","2","00121018","08"
"2020081682","02","4","111 MILL ROAD","","SCHAEFFERSTOWN","PA","17088","HEIDELBERG TOWNSHIP","7179493885","066000","","","","","N","","","","","","N","","","","","","","","2","99999999","03"
"2020053700","18","1","436 SAINT JOHN ST APT#1","436 SAINT JOHN ST APT#1","PORTLAND","ME","04102","EAST WAY TRANSPORT","2076327093","","","","","","","","","","","","N","","473313180","","","","","","2","02586904","06"
"2020011705","02","2","82 JOHN ST","","WESTMINSTER","MD","21158","TEVIS ENERGY","4108766800","033000","3","","","","Y","1","","","","","N","","","","","","","","1","02058320","03"
"2020015924","02","1","844 W TRINDLE RD","","MECHANICSBURG","PA","17055","TERRANETTIS ITALIAN BAKERY INC","7176975434","","","","","","N","","","","","","N","","","","","","","","2","00390254","03"
"2020054409","04","99","7667 W. 95TH STREET SUITE 4W","","HICKORY HILLS","IL","60457","A22 INC","7085712800","080000","","","","","N","","","","","","N","","","","","","","","2","03034054","08"
"2020052053","05","99","1305 81ST ST","","NORTH BERGEN","NJ","07047","VELOCITY TRUCKING","2019210136","080000","","","","","N","","","","","","N","","","","","","","","1","01490804","08"
"2020052053","05","4","8275 US ROUTE 130 S","","PENNSAUKEN","NJ","08110","CANADA DRY","8566614683","080000","","","","","N","","","","","","N","","","","","","","","2","00033335","08"
"2020058172","02","0","390 PARKMOUNT ROAD","","MEDIA","PA","19063","DEMICHELE ENTERPRISES INC","8004580811","011500","","","","","N","","","","","","N","","","","","","","","1","01855052","02"
"2020029665","05","3","160 SCHOCH RD","","ELYSBURG","PA","17824","STADIUM DIRT DESIGN INC","5702743478","041900","","","","","N","","","","","","N","","","","","","","","1","00823695","06"
"2020029665","05","1","7135 CENTENNIAL PL","","NASHVILLE","TN","37209","WESTERN EXPRESS","9135220746","078000","","","","","N","","","","","","N","","","","","","","","2","00511412","08"
"2020029665","05","1","4020 N MACARTHUR BLVD","","IRVING","TX","75038","ALFONSO BARRERA","7542348818","060000","","","","","N","","","","","","N","","","","","","","","3","03067203","08"
"2020014590","05","3","9221 OLD 22","","BETHEL","PA","19507","RGM TRANSPORT LLC","6107504293","080000","","","","","N","","","","","","N","","","","","","","","1","01383666","08"
"2020019733","03","7","RELIANCE RD","","TELFORD","PA","18969","BFI WASTE SERVICES","2157990000","073280","","","","","N","","","","","","N","","","","","","","","2","","04"
"2020045973","99","3","1701 UNION BLVD STE 1","","ALLENTOWN","PA","18109","CHRISTMAS CITY   LANDSCAPING","9999999999","010800","","","","","N","","","","","","N","","","","","","","","1","","05"
"2020065770","99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SOUTHEASTERN PA TRANSPORTATION","0000000000","999999","","","","","N","","","","","","N","","","","","","","","1","","13"
"2020053891","02","99","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","13"
"2020033833","05","99","1429  KIMSHA DR","","HORIZON CITY","TX","79928","FREIGHTLINE REPUBLIC","9999999999","","","","","","N","","","","","","U","","","","","","","","1","02961982","09"
"2020045864","99","99","3132 GREENRIDGE DR","","LANCASTER","PA","17601","KIET THE PHAM","9999999999","011200","","","","","N","","","","","","U","","","","","","","","2","","99"
"2020093037","05","1","1500 BROOKS AVENUE PO BOX 3084","","ROCHESTER","NY","14603-0844","WEGMANS FOOD MARKETS","8009346267","080000","","","","","N","","","","","","N","","","","","","","","2","00185452","08"
"2020010418","99","2","260 RT 519","","EIGHTY FOUR","PA","15330","COYLE TRANSPORT SERVICES INC","8142299887","080000","","","","","N","","","","","","N","","","","","","","","2","00225514","08"
"2020020920","03","8","239 OLD RIVER RD","","WILKES-BARRE","PA","18702","FRANK MARTZ COACH COMPANY","5708213800","000000","","","","","N","","","","","","","","","","","","","","2","00003818","13"
"2020081674","99","99","UNKNOWN","","UNKNOWN","ZZ","UNKNOWN","UNKNOWN","9999999999","","","","","","","","","","","","U","","A-9999999","","","","","","1","","99"
"2020041114","03","1","4555 HOLLING FERRY ROAD","","BALTIMORE","MD","21227","COWAN SYSTEMS LLC","4102470800","080000","","","","","N","","","","","","N","","","","","","","","2","00548880","08"
"2020064575","03","1","823 E BROOKLINE ST","","WINSTON SALEM","NC","27107","MCRAE GENERAL CONTRACTING","3367757501","026000","","","","","N","","","","","","N","","","","","","","","1","00327574","04"
"2020008532","06","0","150 GRINGS HILL RD","","READING","PA","19608","CONSTRUCTION MASTERS SERVICES LL","6107771061","080000","","","","","N","","","","","","N","","","","","","","","1","02433676","08"
"2020008532","03","4","150 GRINGS HILL RD","","READING","PA","19608","CONSTRUCTION MASTERS SERVICES LL","6107771061","073280","","","","","N","","","","","","N","","","","","","","","2","02433676","04"
"2020032376","05","0","4 RUE DU TRANSPORT","","COTEEAU-DU-LAC","QC","J0K3E0","C.A.T. INC.","8003635313","043000","","","","","N","","","","","","N","","","","","","","","1","00247969","08"
"2020005429","03","1","5004 WILLIAMSBURG CHURCH ROAD","","HURLOCK","MD","21643","WILLIAMSON TRUCKING LLC","4437860510","080000","","","","","N","","","","","","N","","","","","","","","2","01129344","08"
"2020090832","03","1","10990 ROE AVE","","OVERLAND PARK","KS","66216","YRC INC","6109547306","080000","","","","","N","","","","","","N","","","","","","","","2","00071821","08"
"2020029264","05","3","311 S TUCKAHOE RD","","WILLIAMSTOWN","NJ","08094","CONAWAY RACING & TRUCKING LLC","8564981472","008000","","","","","N","","","","","","N","","","","","","","","1","00100521","08"
"2021002455","05","1","179 MUSSER ROAD","","MCALISTERVILLE","PA","17049","T&K TRANSPORTATION LLC","7172782786","080000","","","","","N","","","","","","N","","","","","","","","1","02901833","08"
"2021002455","05","1","13410 SUTTON PARK DRIVE SOUTH","","JACKSONVILLE","FL","32224","LANDSTAR INWAY INC","8008729400","080000","","","","","N","","","","","","N","","","","","","","","2","00216939","08"
"2021002455","05","1","3200 CHANNAHON ROAD","","JOLIET","IL","60436","GP TRANSPORTATION CO","8004605071","080000","","","","","N","","","","","","N","","","","","","","","3","01527352","08"
"2021002455","05","1","3055 OLD HIGHWAY 8 STE 211","","MINNEAPOLIS","MN","55418","LIIBAAN EXPRESS INC","3109069628","080000","","","","","N","","","","","","N","","","","","","","","4","02588496","08"
"2021002455","04","3","7327 CLARK ROAD","","ERIE","PA","16510","KJ'S TRUCKING INC","7047378281","026000","","","","","N","","","","","","N","","","","","","","","5","03020402","06"
"2021002455","05","1","12137 SOUTH PINE DRIVE #190","","CINCINNATI","OH","45241","SHERDOR TRANSPORTATION INC","7184503073","080000","","","","","N","","","","","","N","","","","","","","","6","02577903","08"
"2021002455","05","3","2861 ARTHUR ROAD","","JEFFERSON","OH","44047","JEFF LAUTANEN TRUCKING LLC","4408126072","080000","","","","","N","","","","","","N","","","","","","","","7","00717484","08"
"2021002455","05","1","270 GEIGER ROAD UNIT D","","PHILADELPHIA","PA","19115","TAXIR TRANS INC","8559551055","080000","","","","","N","","","","","","N","","","","","","","","8","03221706","08"
"2021002455","05","1","1251 NORTH EDDY STREET SUITE 2","","SOUTH BEND","IN","46617","SULTAN TRANS INCE","5742120100","080000","","","","","N","","","","","","N","","","","","","","","9","02365671","08"
"2021002455","05","1","380 NORTHWEST WY UNIT 310","","DES PLAINES","IL","60016","CARGO TRANSPORT ALLIANCE LLC","2176364999","080000","","","","","N","","","","","","N","","","","","","","","10","02951971","08"
"2021002455","05","1","HIGHWAY 412 WEST","","TONITOWN","AZ","72770","PAM TRANSPORT INC","4793619111","080000","","","","","N","","","","","","N","","","","","","","","11","00179752","08"
"2020018434","03","0","PO BOX 399","","DENVER","PA","17517","DENVER LOGISTICS LLC","7176154222","080000","","","","","N","","","","","","N","","A-00117486","","","","","","1","00483496","09"
"2020070533","04","1","1231 MOUNT WILSON RD","","LEBANON","PA","17042","WEABER LUMBER","7178672212","065500","","","","","N","","","","","","N","","","","","","","","1","02347747","09"
"2020014268","99","8","4791 AVONIA ROAD","","FAIRVIEW","PA","16415","DURAHAM SCHOOL SERVICES LP","8144743171","","","","","","N","","","","","","N","","","","","","","","2","","12"
"2020064320","06","4","248 STONE ROAD","","BARTO","PA","19504","AGLIANO BROTHERS TRUCKING INC","6107546501","080000","","","","","N","","","","","","N","","","","","","","","1","00613208","06"
"2020064320","05","6","7300 MILLER PLACE #B","","LONGMONT","CO","80504","SUPREME AUTO TRANSPORT INC","3034855417","080000","","","","","N","","","","","","N","","","","","","","","2","00912923","08"
"2020102009","03","1","20 W. MARKET ST","","YORK","PA","17401","WOLF LOGISTICS,LLC","7178524800","080000","","","","","N","","","","","","N","","","","","","","","3","02888236","08"
"2020023770","03","4","308 NE FRONT STREET","","MILFORD","DE","19963","GROWMARK FS LLC","3024242841","052000","","","","","N","","","","","","N","","","","","","","","1","01072275","04"
"2020005334","06","1","368 FEERGUSON LN","","SHEPHERDSVILLE","KY","40165","BLF TRANSPORTATION LLC","5024518800","080000","","","","","N","","","","","","N","","","","","","","","1","00538092","08"
"2020071105","99","1","2001 HERR STREET","","HARRISBURG","PA","17103","HARRISBURG DAIRIES INC","9999999999","025950","","","","","N","","","","","","N","","","","","","","","1","","05"
"2020010569","02","8","1001 MORTON AVE","","FOLSOM","PA","19033","RIDLEY SCHOOL DISTRICT","6105341900","000000","","","","","N","","","","","","","","","","","","","","1","","12"
"2020049147","99","99","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","2155807460","","","","","","N","","","","","","N","","","","","","","","3","00010206","13"
"2020077536","02","4","145 SALEM CHURCH ROAD","","MECHANICSBURG","PA","17055","JW PARVIN ENTERPRISES INC","7175744794","025999","","","","","N","","","","","","N","","","","","","","","1","02204649","09"
"2020061851","05","2","10603 ALLENTOWN BLVD","","ONO","PA","17077","JP DONMOYER INC","8004285577","080000","","","","","N","","","","","","N","","","","","","","","2","02064133","08"
"2020023477","02","1","PO BOX 108","","PITTSBURGH","PA","15230","FEDEX GROUND","4127478482","","","","","","N","","","","","","N","","","","","","","","1","00265752","02"
"2020028220","02","8","1700 N 11TH STREET","","READING","PA","19604","BARTA BUS","6109210601","999999","","","","","N","","","","","","N","","","","","","","","2","","13"
"2020099328","03","7","111 CONNER LANE","","BELLE VERNON","PA","15012","COUNTY HAULING CORP","7249297694","999999","","","","","N","","","","","","N","","","","","","","","2","02572451","00"
"2020090775","99","1","1112 ROUTE 41 SUITE 103","","SCHERERVILLE","IN","56375","EVANS DELIVERY CO","2155354300","080000","","","","","N","","","","","","N","","","","","","","","2","00038111","09"
"2021000692","05","1","16961 GALE AVE.","","CITY OF INDUSTRY","CA","91745","BIGBEAR TRUCKING CORP.","9166577971","","","","","","N","","","","","","N","","","","","","","","1","02914596","08"
"2020007623","05","2","POBOX 112","","PROVIDENCE FORGE","VA","23140","ATLANTIC BULK CARRIER CORP","8049665400","080000","","","","","N","","","","","","N","","","","","","","","1","00192748","08"
"2020108472","02","1","2030 TIMBUK RD","","GRANVILLE","OH","43023","TIMBUK FARMS","6146220061","026000","","","","","N","","","","","","N","","","","","","","","1","01348371","03"
"2020031187","99","0","PA-837","","WEST ELIZQABETH","PA","15088","ALL CRANE RENTAL OF PA","4123824200","080000","","","","","N","","","","","","U","","","","","","","","2","00797466","00"
"2020035429","99","99","2644 LEIPZIG AVE","","MAYS LANDING","NJ","08330","ROBERTS PAVING MAINTENACE","9999999999","011500","","","","","N","","","","","","N","","","","","","","","2","","05"
"2020039749","05","1","1 LANDAIR WAY","","GREENVILLE","TN","37743","LAND AIR TRANSPORT","8885263247","080000","","","","","N","","","","","","N","","","","","","","","2","00241411","08"
