"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2024063968","U","U","U","Y","U","U","9","Y","N","01450","N","","","","","","","","N","1"
"2024072829","N","N","N","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","1"
"2024071414","Y","Y","U","Y","U","Y","1","Y","Y","01923","N","","","","","","","","N","1"
"2024044172","N","N","U","Y","Y","N","1","Y","Y","00600","N","","","","","","","","N","1"
"2024044172","N","Y","N","Y","Y","N","1","Y","Y","01000","N","","","","","","","","N","2"
"2024046688","N","Y","Y","Y","U","Y","1","Y","Y","00399","N","","","","","","","","N","1"
"2024056237","Y","N","Y","Y","Y","Y","2","Y","Y","01520","N","","","","","","","","N","2"
"2024036981","Y","N","N","N","N","","0","Y","U","01584","N","","","","","","","","N","1"
"2024041125","Y","Y","Y","Y","N","N","0","Y","N","01450","N","","","","","","","","N","2"
"2024074920","N","N","Y","Y","U","U","1","Y","N","00800","N","","","","","","","","N","1"
"2024057899","Y","N","Y","Y","N","Y","1","N","N","01200","N","","","","","","","","N","1"
"2024011582","N","Y","U","Y","Y","Y","1","Y","Y","00700","N","","","","","","","","N","1"
"2024038909","U","U","U","Y","U","Y","1","Y","N","01923","N","","","","","","","","N","2"
"2024079257","Y","Y","U","Y","Y","Y","3","Y","Y","01584","N","","","","","","","","N","1"
"2024079257","Y","Y","U","Y","Y","Y","3","Y","Y","01690","N","","","","","","","","N","2"
"2024065219","N","Y","U","Y","N","N","0","Y","N","01300","N","","","","","","","","N","1"
"2024080874","N","Y","Y","N","Y","Y","1","Y","U","00700","N","","","","","","","","N","1"
"2024094643","Y","Y","N","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2024058323","N","N","U","Y","U","Y","1","Y","Y","01100","N","","","","","","","","N","1"
"2024041580","N","U","Y","Y","Y","Y","1","Y","N","00800","N","","","","","","","","N","2"
"2024096759","Y","Y","Y","N","N","N","3","Y","Y","01340","N","","","","","","","","N","1"
"2024096759","N","Y","Y","N","N","U","9","Y","Y","01687","N","","","","","","","","N","2"
"2024027719","N","N","Y","Y","N","","0","Y","N","01000","N","","","","","","","","N","1"
"2024043601","N","N","U","Y","U","Y","1","Y","U","99999","N","","","","","","","","N","2"
"2024043853","Y","Y","U","Y","N","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2024043853","Y","Y","U","Y","N","Y","1","Y","Y","01200","N","","","","","","","","N","2"
"2024056615","N","N","Y","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2024079009","N","Y","N","Y","U","N","1","Y","N","00500","N","","","","","","","","N","1"
"2024077300","N","N","U","Y","N","N","0","N","N","99999","N","","","","","","","","N","2"
"2024095714","N","Y","U","Y","Y","Y","1","Y","Y","00636","N","","","","","","","","N","2"
"2024044987","N","U","N","U","N","N","0","U","U","00050","N","","","","","","","","N","2"
"2024097866","U","Y","U","Y","Y","Y","1","Y","Y","00124","N","","","","","","","","N","1"
"2024078498","Y","Y","U","N","N","","0","Y","N","01340","N","","","","","","","","N","1"
"2024061103","N","Y","U","Y","U","Y","1","Y","Y","01400","N","","","","","","","","N","1"
"2024062285","Y","Y","U","Y","U","","0","Y","N","01450","N","","","","","","","","N","1"
"2024051276","N","N","U","Y","Y","U","1","Y","N","01200","N","","","","","","","","N","2"
"2024051318","N","Y","U","Y","Y","Y","1","Y","Y","00649","N","","","","","","","","N","1"
"2024032325","Y","Y","U","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","1"
"2024062009","Y","Y","Y","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2024066426","U","Y","Y","Y","U","U","1","Y","U","17460","N","","","","","","","","N","2"
"2024061687","N","Y","Y","N","U","Y","1","Y","N","01300","N","","","","","","","","N","2"
"2024073003","N","N","N","Y","N","N","0","Y","N","00400","N","","","","","","","","N","1"
"2024079118","N","Y","N","N","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2024017196","N","Y","U","Y","Y","Y","1","Y","Y","00150","N","","","","","","","","N","2"
"2024091362","N","N","U","Y","","","0","Y","N","01100","N","","","","","","","","N","1"
"2024072690","N","N","U","Y","N","","0","Y","Y","00883","N","","","","","","","","N","1"
"2024072438","Y","Y","Y","Y","Y","Y","3","Y","Y","01923","N","","","","","","","","N","1"
"2024072813","N","Y","Y","Y","U","U","9","Y","N","00954","N","","","","","","","","N","1"
"2024042162","N","N","N","Y","Y","Y","1","Y","Y","01868","N","","","","","","","","N","1"
"2024051149","N","Y","U","Y","U","Y","1","Y","Y","00650","N","","","","","","","","N","1"
"2024051149","N","Y","U","Y","U","Y","1","Y","Y","00599","N","","","","","","","","N","2"
"2024055179","N","Y","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","2"
"2024105564","N","U","U","Y","U","Y","1","Y","Y","99800","N","","","","","","","","N","1"
"2024027940","N","U","N","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","1"
"2024035621","N","U","U","Y","U","Y","1","Y","Y","00500","N","","","","","","","","N","2"
"2024049609","U","U","U","U","U","U","9","U","U","00000","N","","","","","","","","N","1"
"2024046106","N","Y","Y","U","Y","U","3","Y","Y","00638","N","","","","","","","","N","2"
"2024094592","Y","Y","Y","N","N","U","0","Y","Y","12500","N","","","","","","","","N","1"
"2024026076","Y","U","U","Y","N","N","0","U","U","01746","N","","","","","","","","N","1"
"2024070920","N","N","N","Y","Y","U","3","N","N","01200","N","","","","","","","","N","1"
"2024023493","N","U","Y","Y","N","N","0","Y","Y","00750","N","","","","","","","","N","2"
"2024051769","N","N","Y","Y","N","N","0","Y","Y","01584","N","","","","","","","","N","2"
"2024080136","N","N","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2024062712","Y","U","U","U","U","U","3","Y","Y","01500","N","","","","","","","","N","1"
"2024061433","N","Y","N","N","N","","0","Y","N","00700","N","","","","","","","","N","1"
"2024051170","N","N","N","N","N","","0","N","N","00150","N","","","","","","","","N","1"
"2024062405","N","N","U","N","N","N","0","Y","N","00250","Y","N","N","N","N","0","Y","N","N","1"
"2024066297","N","N","Y","N","N","","0","Y","N","00600","N","","","","","","","","N","1"
"2024057619","N","N","U","N","U","Y","1","Y","Y","00500","N","","","","","","","","N","1"
"2024085118","N","N","Y","U","N","N","0","Y","Y","00399","N","","","","","","","","N","1"
"2024078755","Y","U","Y","U","U","U","1","Y","U","00000","N","","","","","","","","N","1"
"2024078755","Y","U","Y","U","U","U","9","Y","U","00000","Y","U","U","U","U","9","Y","U","N","2"
"2024078755","N","U","Y","U","U","U","9","Y","U","00000","N","","","","","","","","N","3"
"2024047267","N","N","Y","Y","Y","Y","1","Y","N","01300","N","","","","","","","","N","1"
"2024091956","N","Y","U","Y","Y","Y","1","Y","Y","00636","N","","","","","","","","N","1"
"2024040586","N","U","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2024074136","Y","N","N","Y","Y","Y","1","Y","Y","01750","N","","","","","","","","N","1"
"2024059439","N","N","U","Y","U","Y","1","Y","N","00600","N","","","","","","","","N","2"
"2024089543","N","Y","Y","Y","Y","Y","1","Y","Y","00900","N","","","","","","","","N","1"
"2024087832","N","Y","Y","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2024108738","Y","N","Y","N","U","","0","Y","N","01833","N","","","","","","","","N","1"
"2024067273","N","U","Y","U","U","N","0","Y","U","01200","N","","","","","","","","N","1"
"2024080550","N","U","N","Y","Y","Y","1","Y","Y","00599","N","","","","","","","","N","1"
"2024085870","N","N","U","Y","U","Y","1","N","Y","88300","N","","","","","","","","N","2"
"2024038342","N","N","Y","Y","U","Y","1","Y","N","99999","N","","","","","","","","N","2"
"2024084907","Y","Y","U","Y","N","N","0","Y","Y","01584","N","","","","","","","","N","1"
"2024032648","N","N","Y","N","N","N","0","N","N","00050","N","","","","","","","","N","1"
"2025010804","Y","U","N","Y","U","Y","3","Y","Y","01450","Y","U","Y","U","Y","3","Y","Y","N","2"
"2024065382","N","N","U","Y","Y","Y","1","Y","Y","00599","N","","","","","","","","N","1"
"2024046610","N","N","N","N","N","","0","Y","N","00100","N","","","","","","","","N","1"
"2024072938","Y","U","Y","Y","Y","Y","1","Y","N","00400","N","","","","","","","","N","1"
"2024072938","Y","U","Y","Y","Y","Y","1","Y","Y","00849","N","","","","","","","","N","2"
"2024069038","N","U","Y","N","N","N","0","N","N","00690","N","","","","","","","","N","1"
"2024083006","N","N","N","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","1"
"2024064309","Y","N","N","Y","Y","Y","1","Y","N","00050","N","","","","","","","","N","1"
"2024075087","N","U","Y","N","U","Y","1","Y","U","00000","N","","","","","","","","N","2"
"2024047979","N","N","U","Y","Y","Y","1","Y","N","00300","N","","","","","","","","N","1"
"2024040535","Y","N","Y","Y","Y","Y","1","Y","Y","00500","N","","","","","","","","N","1"
"2024028324","N","Y","N","Y","Y","Y","1","Y","Y","00890","N","","","","","","","","N","2"
"2024058115","Y","U","Y","Y","Y","Y","1","Y","Y","00649","N","","","","","","","","N","1"
"2024043428","N","N","N","N","N","","0","N","N","00135","N","","","","","","","","N","1"
"2024040958","N","U","U","U","U","U","9","Y","U","00883","N","","","","","","","","N","1"
"2024054166","N","N","N","Y","Y","N","3","Y","Y","01200","N","","","","","","","","N","1"
"2024066320","N","U","U","U","U","Y","3","Y","U","01203","N","","","","","","","","N","1"
"2024072868","N","Y","Y","Y","U","Y","3","Y","N","00883","N","","","","","","","","N","2"
"2024073769","N","U","U","Y","Y","N","1","Y","Y","00999","N","","","","","","","","N","2"
"2024053612","N","N","Y","Y","Y","Y","1","Y","N","00450","N","","","","","","","","N","1"
"2024043733","N","Y","Y","Y","","","0","Y","N","00900","N","","","","","","","","N","1"
"2024089139","Y","U","U","N","U","U","1","Y","N","01500","Y","Y","N","U","U","1","Y","N","N","1"
"2024044282","N","N","N","N","Y","Y","1","N","N","00125","N","","","","","","","","N","1"
"2024020847","Y","Y","U","U","U","U","9","Y","U","01450","N","","","","","","","","N","1"
"2024046309","Y","N","N","U","N","Y","3","Y","Y","00660","Y","N","U","N","Y","3","N","N","N","1"
"2024040302","N","Y","Y","Y","N","","0","Y","Y","01449","N","","","","","","","","N","1"
"2024028640","N","Y","N","Y","N","","0","Y","Y","00447","N","","","","","","","","N","1"
"2024091422","Y","Y","Y","U","U","N","3","Y","N","01499","N","","","","","","","","N","1"
"2024056526","N","N","U","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","1"
"2024067394","N","Y","Y","N","Y","U","1","Y","N","01100","N","","","","","","","","N","2"
"2024050853","N","U","U","Y","U","Y","1","Y","Y","01250","N","","","","","","","","N","2"
"2024070603","N","Y","N","N","U","Y","1","Y","N","00750","N","","","","","","","","N","1"
"2024054925","Y","Y","Y","Y","Y","Y","3","Y","N","01700","N","","","","","","","","N","1"
"2024091632","U","U","U","Y","U","Y","1","Y","Y","00599","N","","","","","","","","N","1"
"2024076430","N","Y","N","Y","U","Y","1","N","N","00450","N","","","","","","","","N","1"
"2024065303","Y","U","Y","Y","U","Y","3","Y","Y","01868","Y","U","Y","U","Y","3","Y","Y","N","1"
"2024049999","Y","N","Y","Y","U","Y","3","Y","Y","75000","N","","","","","","","","N","2"
"2024053329","N","N","U","Y","Y","N","1","Y","Y","00650","N","","","","","","","","N","1"
"2024053772","N","Y","U","Y","U","Y","1","Y","Y","00250","N","","","","","","","","N","1"
"2024075894","N","N","U","N","Y","Y","1","Y","N","00660","N","","","","","","","","N","4"
"2024074781","N","Y","Y","Y","U","Y","1","Y","Y","01000","N","","","","","","","","N","1"
"2024089145","","","","","","","","","","","","","","","","","","","","1"
"2024055436","Y","U","U","N","N","","0","Y","N","01584","N","","","","","","","","N","1"
"2024078927","N","N","N","N","N","N","0","Y","N","00999","N","","","","","","","","N","1"
"2024075319","Y","N","U","N","N","N","0","Y","N","01870","N","","","","","","","","N","2"
"2024103317","Y","U","U","N","U","U","0","Y","Y","00650","N","","","","","","","","N","1"
"2024056498","N","N","N","U","U","U","1","Y","N","00321","N","","","","","","","","N","2"
"2024024177","N","N","U","N","N","N","0","N","N","00450","N","","","","","","","","N","1"
"2024029011","Y","Y","Y","Y","Y","Y","1","Y","Y","00975","Y","Y","Y","Y","Y","1","Y","Y","N","2"
"2024080804","N","N","U","U","N","N","0","Y","N","01600","N","","","","","","","","N","1"
"2024080383","N","Y","Y","Y","N","Y","1","Y","N","00200","N","","","","","","","","N","1"
"2024096486","N","N","U","Y","Y","Y","1","Y","Y","00124","N","","","","","","","","N","2"
"2024057407","N","Y","Y","Y","U","Y","1","N","N","00750","N","","","","","","","","N","2"
"2024072692","N","N","Y","N","N","N","0","N","N","00249","N","","","","","","","","N","1"
"2024040104","N","Y","U","Y","Y","N","1","Y","Y","00636","N","","","","","","","","N","1"
"2024040104","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","2"
"2024066205","Y","N","N","N","N","N","0","Y","N","00900","N","","","","","","","","N","1"
"2024052580","Y","Y","U","Y","N","N","0","Y","N","00800","N","","","","","","","","N","1"
"2024053774","N","Y","Y","Y","Y","Y","1","Y","Y","18000","Y","Y","Y","Y","Y","1","Y","Y","N","1"
"2024042744","N","N","N","Y","N","","0","Y","N","00600","Y","N","Y","N","N","0","Y","Y","N","1"
"2025028417","Y","Y","Y","Y","Y","Y","3","Y","N","01753","N","","","","","","","","N","1"
"2024061666","N","Y","Y","Y","U","Y","1","Y","Y","00998","N","","","","","","","","N","1"
"2024048135","N","Y","U","N","U","N","1","Y","Y","00999","N","","","","","","","","N","1"
"2024054055","N","U","N","U","U","Y","1","U","U","00400","N","","","","","","","","N","1"
"2024062517","Y","Y","U","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2024023674","Y","Y","U","Y","U","Y","1","Y","Y","01196","N","","","","","","","","N","2"
"2024090259","N","Y","Y","Y","U","Y","3","Y","Y","00500","N","","","","","","","","N","1"
"2024050174","N","Y","Y","Y","Y","Y","1","Y","N","00750","N","","","","","","","","N","1"
"2024049840","N","Y","Y","Y","Y","Y","9","Y","Y","00471","N","","","","","","","","N","1"
"2024075357","N","Y","U","Y","N","Y","1","Y","N","01200","N","","","","","","","","N","2"
"2024049739","N","Y","U","Y","Y","Y","1","Y","Y","00800","N","","","","","","","","N","2"
"2024024274","N","Y","U","Y","Y","Y","3","Y","N","01200","N","","","","","","","","N","1"
"2024055653","Y","N","Y","Y","Y","Y","2","Y","N","01330","N","","","","","","","","N","1"
"2024071288","Y","N","N","Y","U","Y","1","Y","N","00321","N","","","","","","","","N","1"
"2024051183","Y","U","U","Y","N","","0","U","U","00114","N","","","","","","","","N","1"
"2024051183","Y","Y","U","Y","N","","0","Y","N","00084","N","","","","","","","","N","2"
"2024039803","Y","Y","Y","Y","U","Y","3","Y","Y","01500","N","","","","","","","","N","2"
"2024065360","N","U","N","Y","N","","0","Y","N","00805","N","","","","","","","","N","1"
"2024075942","N","Y","Y","Y","N","Y","3","Y","N","01600","N","","","","","","","","N","1"
"2024021012","Y","Y","U","Y","Y","Y","3","Y","Y","01130","N","","","","","","","","N","2"
"2024066327","Y","Y","N","N","N","N","0","Y","N","00583","N","","","","","","","","N","1"
"2024036657","N","Y","U","Y","U","U","1","Y","Y","00750","N","","","","","","","","N","1"
"2024118649","N","U","U","U","U","U","9","U","U","01200","N","","","","","","","","N","1"
"2024049186","Y","Y","Y","Y","Y","Y","3","Y","Y","01450","N","","","","","","","","N","1"
"2024082670","N","U","N","U","U","U","9","U","U","01200","N","","","","","","","","N","2"
"2024081774","N","N","N","N","U","U","9","Y","N","00650","N","","","","","","","","N","1"
"2024076845","U","U","U","U","U","U","1","U","U","99999","N","","","","","","","","N","1"
"2024085371","Y","Y","U","Y","U","Y","3","Y","U","01200","N","","","","","","","","N","2"
"2024085371","Y","Y","U","Y","U","Y","3","Y","U","01200","N","","","","","","","","N","3"
"2024084816","N","U","N","Y","N","N","0","Y","Y","00125","N","","","","","","","","N","1"
"2024079579","Y","Y","U","Y","U","","0","Y","Y","01520","N","","","","","","","","N","1"
"2024078313","N","N","Y","Y","U","Y","1","Y","U","00600","N","","","","","","","","N","1"
"2024045498","N","N","Y","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","1"
"2024058748","Y","N","N","N","N","","0","Y","N","01450","N","","","","","","","","N","1"
"2024050941","Y","N","Y","Y","N","N","0","N","N","01584","Y","N","Y","N","N","0","N","N","N","2"
"2024051277","N","U","U","Y","Y","Y","1","Y","Y","01400","N","","","","","","","","N","2"
"2025004303","N","Y","N","Y","U","U","1","Y","Y","99999","N","","","","","","","","N","2"
"2024045343","Y","N","Y","N","N","N","0","Y","N","99999","Y","N","N","N","N","0","N","N","N","1"
"2024024531","N","U","U","Y","U","N","1","Y","Y","00398","N","","","","","","","","N","1"
"2024073841","Y","Y","Y","Y","U","Y","3","Y","Y","00103","N","","","","","","","","N","1"
"2024055702","N","N","N","N","Y","Y","1","Y","Y","00750","N","","","","","","","","N","1"
"2024050915","N","N","Y","U","N","N","0","N","N","00250","N","","","","","","","","N","2"
"2024027324","N","N","U","Y","N","","0","Y","Y","00700","N","","","","","","","","N","1"
"2024058983","N","U","U","Y","U","Y","1","Y","Y","00250","N","","","","","","","","N","1"
"2024064784","Y","Y","U","Y","Y","Y","1","Y","N","18000","N","","","","","","","","N","2"
"2024063061","N","N","N","Y","U","U","1","Y","U","00600","N","","","","","","","","N","2"
"2024074174","N","Y","U","Y","U","Y","1","Y","Y","00890","N","","","","","","","","N","1"
"2024088422","N","Y","U","Y","Y","Y","1","Y","Y","89000","N","","","","","","","","N","2"
"2024075788","Y","Y","U","Y","U","Y","1","Y","Y","17466","N","","","","","","","","N","2"
"2024119146","N","Y","Y","N","N","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2024053695","N","U","N","U","U","Y","1","U","U","00000","N","","","","","","","","N","2"
"2024085213","Y","N","U","U","N","","0","Y","Y","01600","N","","","","","","","","N","1"
"2024109177","N","U","U","U","N","N","0","Y","Y","01450","N","","","","","","","","N","1"
"2024101097","N","N","N","N","U","U","9","Y","Y","00500","N","","","","","","","","N","1"
"2024050084","N","Y","U","Y","N","N","0","Y","Y","01200","N","","","","","","","","N","1"
"2024067019","N","U","U","U","U","U","9","U","U","00400","N","","","","","","","","N","1"
"2024038777","N","Y","Y","Y","Y","Y","1","Y","Y","00230","N","","","","","","","","N","2"
"2024046138","Y","Y","U","N","Y","Y","1","Y","Y","01171","N","","","","","","","","N","1"
"2024053046","Y","Y","N","Y","","","0","Y","N","01700","N","","","","","","","","N","1"
"2024063976","Y","N","Y","Y","Y","Y","1","Y","N","01400","N","","","","","","","","N","1"
"2024103754","Y","U","Y","Y","U","U","9","Y","U","00100","N","","","","","","","","N","1"
"2024080949","N","N","U","N","N","N","0","Y","Y","00050","N","","","","","","","","N","1"
"2024076409","N","U","N","N","N","N","0","U","U","00168","N","","","","","","","","N","1"
"2024083892","N","Y","Y","Y","Y","N","1","Y","N","00500","N","","","","","","","","N","2"
"2024069665","Y","U","U","Y","Y","Y","1","Y","U","01100","N","","","","","","","","N","1"
"2024068276","Y","N","U","Y","N","N","0","Y","N","99999","N","","","","","","","","N","2"
"2024062728","Y","Y","Y","Y","N","","0","Y","N","02122","N","","","","","","","","N","1"
"2024048660","Y","Y","U","Y","N","","0","Y","N","01746","N","","","","","","","","N","2"
"2024080759","Y","Y","Y","Y","Y","Y","1","Y","Y","99999","N","","","","","","","","N","2"
"2024057179","U","U","Y","Y","Y","Y","1","Y","Y","00670","N","","","","","","","","N","2"
"2024095939","Y","Y","U","Y","U","Y","1","Y","Y","01600","N","","","","","","","","N","2"
"2024095939","Y","Y","U","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","3"
"2024066580","N","N","U","Y","Y","Y","1","Y","N","00636","N","","","","","","","","N","1"
"2024070475","N","U","N","N","N","N","0","Y","N","00600","N","","","","","","","","N","2"
