"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2022018548","99999999999","1","OK","1088FH","2099","7","1"
"2022049646","1UYVS2534K7","1","QC","RK8298C","2022","7","2"
"2022110864","3H3V532C7HT","1","TN","U682301","2017","7","1"
"2022069896","1UYVS2532GM","1","MI","E536041","2099","7","1"
"2022014953","","0","TN","056842T","2020","7","2"
"2022012993","","0","AB","5GZ423","2022","7","1"
"2022012993","","0","TN","T967427","2022","7","2"
"2022119881","1JJV532D2NL","1","TN","176711T","2022","7","1"
"2022119881","1DW1A532XLB","1","IL","684770ST","2023","7","2"
"2022119881","1RZ1KC1A2V2","1","IN","P605789","2022","7","3"
"2022119881","1RZ1KC1A7S2","2","IN","P615455","2022","7","3"
"2022119881","1JJV532D7AL","1","ME","252938A","2025","7","4"
"2022111080","99999999999","1","IN","P620275","2099","7","2"
"2022024018","","0","CA","4SC4778","2022","7","2"
"2022017029","","0","PA","XNR6046","2022","3","1"
"2022065788","1UYVS25359M","1","FL","QA50IJ","2009","7","1"
"2022066282","5ANNA10101R","1","PA","XGM0556","2022","3","1"
"2022066558","1TTF5320762","1","TN","T862840","2006","6","1"
"2022038860","1GRAA0628GT","1","ME","274796B","2022","7","1"
"2022038860","1UYVS2533GU","1","IL","802108ST","2022","7","2"
"2022099114","99999999999","1","ME","25TLR58233","2023","7","2"
"2022018906","99999999999","1","IN","P973485","2022","7","1"
"2022062618","1UYVS2533K7","1","IL","648853ST","","7","2"
"2022100390","1UYVS2530L7","1","NJ","TVW52W","2020","7","1"
"2022024900","99999999999","1","","","","9","1"
"2022031405","1E1F9U285MR","1","PA","PT269K9","2022","7","2"
"2022029632","1GRAA5617EB","1","IN","P379618","2022","7","2"
"2022013893","1JJV532W96L","1","PA","PT644E1","2006","7","1"
"2022069096","99999999999","1","NC","CN56849","2023","6","1"
"2022080870","1UYVS2535CM","1","OH","TRF4018","2023","6","2"
"2022083116","46UFU122XK1","1","PA","XLW4963","2025","6","3"
"2022018912","","0","OR","HV45702","2020","7","1"
"2022074907","1UYFS2489GA","1","CA","4NZ5438","2023","7","2"
"2022046304","1GRDM96259H","1","PA","PT314B5","2009","7","1"
"2022106214","1GRAP0624FT","1","IL","509324ST","2022","7","1"
"2022106214","1JJV532B6EL","1","AZ","YJA8XA","2023","7","2"
"2022056946","1UYVS25379M","1","SC","67919PT","2022","6","1"
"2022051719","1E1D2N2846R","1","PA","PT0017R","2006","6","1"
"2022035049","1GRAP0626FT","1","IN","P723166","2022","7","1"
"2022035049","2M5921619E1","1","QC","RM3515V","2022","7","2"
"2022067363","9999999999","1","IN","399968","2023","7","3"
"2022082896","3H3V532C9DT","1","TX","207B005","2023","7","1"
"2022109873","1UYV82538JU","1","MO","40A711","2022","7","2"
"2022056437","16VAX1012J3","1","MD","155189X","2024","6","1"
"2022109000","1UYVS2539J7","1","IN","P804363","2023","7","2"
"2022108474","99999999999","1","ZZ","NA","2023","8","1"
"2022104287","40FSK5336E1","1","OH","TSB2970","2050","7","2"
"2022124254","2M9FS924XJB","1","MD","237857X","2022","7","1"
"2022065042","3UTVS2534M8","1","TX","172B036","2021","6","1"
"2022093839","1GRAA0628FT","1","IN","P455859","2025","7","2"
"2022103910","UNKNOWN","1","ZZ","UNKNOWN","2099","7","1"
"2022044697","5VGFA2126ML","1","PA","XNG3637","2022","1","2"
"2022054486","7HB211014L1","1","PA","XNT9269","2022","6","1"
"2022110589","99999999999","1","PA","XC7-9418","","3","2"
"2022016774","1TV1C4031E5","1","PA","XLD5235","2022","3","1"
"2022036566","3H3V532CXHT","1","ME","2822547","2028","7","1"
"2022123861","1DW1C53235E","1","TN","T746602","2022","7","1"
"2022006014","99999999999","1","CA","4TG3243","2022","7","1"
"2022068499","1JJV532W05L","1","MI","E627955","2022","6","2"
"2022070417","1JJV482W73L","1","IN","2680099","2023","7","4"
"2022055445","7H2BE1625LD","1","AL","55A0BRB","2022","3","1"
"2022055445","4X4FCRJ2X8S","1","PA","XMM6824","2022","5","2"
"2022104486","4DFUS1014NN","1","WV","63434TL","2099","3","1"
"2022051605","5MADA36263C","1","PA","PT6361F","2022","7","1"
"2022075414","10HTLG16561","1","PA","XHM3505","2023","3","2"
"2022086785","1GRAA062XFW","1","CA","4UR5175","2025","7","1"
"2022035685","99999999999","1","ZZ","UNKNOWN","2099","7","1"
"2022019051","","0","NY","BL89324","2022","8","1"
"2022121177","1GRAA8025GB","1","PA","PT173P5","2023","7","2"
"2022017289","3C63RRJL8MG","1","FL","QA52LN","","6","1"
"2022015437","16HCB1212P0","1","PA","XP07961","2022","3","1"
"2022010992","1GRAA7021DD","1","NJ","TUJ85H","2025","7","4"
"2022120222","81798600802","1","PA","PT020G7","2023","3","1"
"2022006505","99999999999","1","ZZ","UNKNOWN","2022","7","1"
"2022006505","99999999999","1","ZZ","UNKNOWN","2022","7","2"
"2022061420","1GRAP962XJT","1","IN","P540882","2022","7","1"
"2022060923","99999999999","1","NJ","PT305B2","2008","7","2"
"2022120263","99999999999","1","IN","P988248","2022","6","1"
"2022120263","5K8CG402XGH","1","ME","2364286","2022","7","2"
"2022120263","10BEA92Y47F","1","TN","U710529","2022","7","3"
"2022120263","1JJV532DXLL","1","PA","PT486H5","2022","7","4"
"2022120263","UNKNOWN","1","IN","PB87781","2022","6","5"
"2022123230","1JJV632W47L","1","IA","4RL7801","2022","7","2"
"2022028392","99999999999","1","ZZ","ZZ","2022","8","2"
"2022018569","","0","ME","23-1021D","2023","7","1"
"2022115838","1RNF48A27JR","1","QC","RH4743X","2023","7","1"
"2022012268","99999999999","1","PA","XLL6672","2022","7","1"
"2022041288","IUN105E26J1","1","PA","XW38136","1988","3","2"
"2022059245","1GRAA0627GK","1","IL","825266ST","2023","7","1"
"2022115094","1UYVS25317M","1","ME","2692114","2023","6","1"
"2022052465","1Z92E4527KT","1","PA","PT7212L","2023","6","2"
"2022116584","5V8VA5326JM","1","PA","PT117E8","2099","7","1"
"2022057975","4MJUB2029ME","1","FL","U0033669","2022","3","2"
"2022100548","1S12E9530YD","1","MN","0157STZ","2023","7","1"
"2022064726","1JJV532D1NL","1","IL","724850ST","2022","7","2"
"2022082396","3H3V532C3DT","1","TN","U405274","2023","7","1"
"2022013626","1DW1A5322GB","1","ON","T8599X","2016","7","1"
"2022018642","1JJV532D7ML","1","IL","840838ST","2022","7","1"
"2022105297","1JJV532D5KL","1","ON","R8428V","2022","7","1"
"2022041417","3H3C412S8PT","1","ME","3712404","2022","7","2"
"2022006609","40FSK5332M1","1","PA","PT487N9","2021","7","1"
"2022041510","","0","ME","245147B","2020","7","2"
"2022041510","","0","ME","3129795","2020","7","3"
"2022121250","5AMF86129V1","1","PA","PT890B3","2022","7","2"
"2022103029","1JJV532D9KL","1","LA","J611167","2099","7","1"
"2022031816","1R9UF1216WP","1","PA","XN-89030","2022","3","2"
"2022004876","00999999999","1","","099999999999","9999","9","1"
"2022058650","1JJV532D8LL","1","ME","431125Y","2043","7","1"
"2022058650","1W9H75328JH","1","PA","PT425G8","2024","7","2"
"2022006610","99999999999","1","PA","PT613E0","2022","7","1"
"2022006610","99999999999","1","PA","XML7831","2022","3","2"
"2022118688","1S12E9485FE","1","IL","509974ST","2022","6","2"
"2022004615","99999999999","1","NY","CC47850","2021","6","1"
"2022004615","99999999999","1","ID","TM752","2020","7","2"
"2022121440","1GRER9620TS","1","OK","6157BV","2022","7","2"
"2022120466","3AKJGLDR0JS","1","IN","3467487","2020","2","2"
"2022066550","1GR1A0623MB","1","IN","P956205","2023","7","2"
"2022066429","17EEL162633","1","MA","E89895","2003","8","1"
"2022068289","99999999999","1","PA","","","6","1"
"2022096693","4TELS081XX1","1","PA","XHK0750","1999","3","1"
"2022096673","3H3V281C89T","1","IN","P190147","2023","7","2"
"2022079329","4YMUL08134V","1","PA","XNK9016","2004","3","1"
"2022033848","3H3V532K3NJ","1","TN","205383T","2022","7","2"
"2022103741","1GRAA0620FW","1","PA","PT863M3","9999","7","2"
"2022039509","50PBU1820GL","1","PA","XLR4595","2023","3","2"
"2022080401","1UYVS2534M7","1","ME","3136047","2021","6","1"
"2022012084","541GC4338LM","1","PA","XMT0603","2022","6","1"
"2022023698","1GRAA0621GE","1","FL","2760CQ","2016","7","2"
"2022009269","99999999999","1","PA","PT767F2","2022","7","2"
"2022035505","4P5LS2520G1","1","PA","XJJ7091","2023","7","1"
"2022035505","40FAK0519G1","1","PA","PT9294X","2023","7","2"
"2022060081","4FGL03829XC","1","CT","961560","2025","7","1"
"2022060081","5FTEE1320F1","1","VA","02589","2022","7","2"
"2022060081","1GR1P0623ML","1","IN","PA19461","2023","7","5"
"2022060081","14HU581V8LB","1","ZZ","U280759","2022","7","6"
"2022008582","99999999999","1","TN","200305T","2022","6","1"
"2022044413","10BFB623XJF","1","IA","DX7879","2023","7","2"
"2022041574","5HLUT12262F","1","PA","XGZ1954","2023","6","2"
"2022035041","4YMUL2026EV","1","PA","XHW1146","2023","3","1"
"2022074120","99999999999","1","ZZ","UNKNOWN","","7","1"
"2023000722","YA3027779HW","1","PA","00000","2020","3","1"
"2022097559","1JJV532D1NL","1","ME","5031372","2022","7","1"
"2022097559","4A2LD5321N3","1","ME","AT96723","2022","7","2"
"2022117422","5JYFB4824ME","1","MI","E380342","2023","6","1"
"2022052834","1RNF48A20NR","1","WA","31327AG","2022","7","2"
"2022047238","7FYBE1014HD","1","PA","XKT5616","2019","3","3"
"2022039387","5ZT2SKE28L9","1","IL","722161","2022","6","1"
"2022039193","UNKNOWN","1","IN","P953132","2020","7","1"
"2022104071","751804921","1","PA","XLN6871","2022","3","1"
"2022116780","53FBE1426LF","1","NJ","TWH28M","2024","8","1"
"2022122737","1GRAP062XGT","1","MI","E109021","2022","7","1"
"2022049000","53NBE2426E1","1","PA","XHX0677","2024","3","2"
"2022123301","1GRAA0625FW","1","CA","4TT5507","2023","6","1"
"2022050924","1UYVS2535CU","1","IN","P885301","2022","7","2"
"2022006627","2TVVF482XLD","1","PA","MG7093L","2020","7","2"
"2022057368","405119BAXRT","1","PA","XJL1475","2024","3","2"
"2022120793","1E1F9V283DR","1","ME","247970D","2023","7","2"
"2022062986","5DMFABTB68C","1","PA","PT959J0","2022","6","2"
"2022027599","","0","ZZ","UNKNOWN","2022","7","1"
"2022087316","1JJV532B5GL","1","NS","716295006","2023","7","2"
"2022003194","99999999999","1","ME","3229611","2022","7","2"
"2022049126","99999999999","1","FL","GCR885","2022","3","1"
"2022049126","99999999999","1","IN","P722918","2022","7","2"
"2022120177","58CB1DA26NC","1","PA","XNV7780","2023","3","2"
"2023013044","1UYVS248XAM","1","PA","PT2579P","2022","6","3"
"2022019406","99999999999","1","","","","8","1"
"2022094397","40FS04420B1","1","PA","PT157N7","2022","3","1"
"2022105075","5A3C714D0NL","1","PA","XNX3133","2023","3","1"
"2022105075","1TTE482S6L3","1","PA","PT623H2","2023","7","2"
"2022106580","99999999999","1","ZZ","999999999999","2023","8","2"
"2022059487","4B9BB4530MF","1","NC","AM95900","2099","3","2"
"2022060557","1RBH402042A","1","PA","PT7322S","","7","1"
"2022080702","1E9AA4820N1","1","PA","XR57887","2023","7","1"
"2022080702","3H3V532C8JR","1","OK","AJ5060","2023","7","2"
"2022037421","1GRAA96219B","1","OH","TRQ7104","2009","7","2"
"2022048622","3H3V532C6KR","1","CA","4SB7964","2023","6","2"
"2022072667","1UYVS253XH7","1","MI","E036192","2017","7","3"
"2022061657","1W9A1136RS0","1","PA","PT097N9","1994","7","1"
"2022092037","16VAX1416K2","1","PA","XMX2087","2022","3","1"
"2022068991","5JTAU1416NA","1","PA","XXXXXXX","2022","3","1"
"2022078660","1FVNDXYBXPH","1","PA","ZJA8133","2022","1","1"
"2022089373","5PAHG2922CC","1","PA","PT607N9","2099","6","3"
"2022090413","4ZHUF16275P","1","PA","XKC1260","2023","8","2"
"2022012241","99999999999","1","PA","PT704H3","2022","7","2"
"2022048385","99999999999","1","PA","008910","2022","4","1"
"2022030512","","0","NY","TVH52K","2013","7","1"
"2022030512","","0","NY","AF95546","2022","8","2"
"2022060083","CA112111650","1","ZZ","9999","2022","8","2"
"2022059951","1JJV532DXDL","1","ME","2436852","2022","7","1"
"2022091163","5JWCA1423LP","1","PA","XNY0229","2023","8","2"
"2022084787","1A9BB222XKH","1","PA","XNZ7930","2023","6","1"
"2022018784","4YMBU0812HV","1","PA","XKN9337","2027","3","1"
"2022018784","1TTE532S3D3","1","MI","C506718","9999","7","2"
"2022017206","99999999999","1","KY","A6X782","2022","7","1"
"2022056985","58SGF3524NE","1","IL","UNKNOWN","2099","3","1"
"2022095847","1GR1A0623NB","1","NY","1250D6","2026","7","1"
"2022096234","1R9BU2126M1","1","LA","J822978","2099","7","3"
"2022014686","1JJV532D9LL","1","AR","PT195488","2023","7","1"
"2022091279","1RZ1KC1A8R2","1","IN","P610006","2023","6","2"
"2022087227","5V8VC5329MM","1","CA","4TP2258","2021","6","1"
"2022120443","58CB1CF23NC","1","NJ","TYW88D","2023","1","1"
"2022024691","","0","ME","2396606","2023","7","1"
"2022089624","SW118715PA","1","PA","XGM8415","2025","3","2"
"2022084520","15XFW50366L","1","PA","XKM3973","2023","7","1"
"2022056200","3H3V532C0MR","1","ON","T2678K","2021","7","1"
"2022048001","43YDC1421BC","1","PA","XKB6726","2023","3","2"
"2022119697","1GRAA8026KB","1","PA","PT518G9","2019","6","1"
"2022089977","1TKH05337LM","1","CA","4SY9968","2025","7","1"
"2022047711","4YMUK12102L","1","PA","XNG5293","2023","6","2"
"2022086786","99999999999","1","ZZ","999999999999","2022","7","1"
"2022024689","","0","PA","AG27820","2022","7","1"
"2022014121","99999999999","1","IN","TR891XCS","2022","3","1"
"2022055950","56WBU1427NE","1","PA","XJR6442","2022","6","2"
"2022098042","3H3V532C0GT","1","TN","U606670","2020","7","2"
"2023012663","1RND48A26SR","1","PA","PT644M3","2023","6","1"
"2022112644","1JJV532W27L","1","PA","PT067M0","2023","7","1"
"2022104085","10BAB8239HF","1","PA","PT639L6","2099","6","2"
"2022053494","1DW1A5328NS","1","MI","E579909","2099","7","1"
"2022044907","1VYVS2534HU","1","ME","2358338","2017","7","1"
"2022116274","3H3V532C5KR","1","IN","P635356","2023","7","2"
"2022021263","99999999999","1","ID","TN9961","2022","7","1"
"2022024839","99999999999","1","TN","017516T","2020","7","2"
"2022060722","99999999999","1","","","","3","1"
"2022070512","4YMBC1620JG","1","PA","XLR3392","2021","6","2"
"2022051133","1JJV532W87L","1","ME","232475A","2023","6","2"
"2022051133","UNKNOWN","1","IN","PA31538","2022","6","3"
"2022105624","N/A","1","IN","PC31973","2022","7","2"
"2022066345","1DW1A5324JB","1","ON","W5678J","2023","7","1"
"2022034714","99999999999","1","ZZ","999999","2021","6","4"
"2022055938","5V8VC532XJM","1","BC","P6311S","2022","7","1"
"2022024254","3H3V532C9GT","1","OK","8347LK","2099","7","2"
"2022043481","5SPDG2632MW","1","PA","PT338D3","2022","7","2"
"2022097529","5MAPA5325KA","1","PA","PT661E1","2022","7","1"
"2022097529","2M9FS9483FB","1","PA","PT589N4","2022","7","2"
"2022103758","99999999999","1","PA","XLV5866","2023","3","1"
"2022051258","1GR1P0626LT","1","ME","2935951","2023","7","2"
"2022073863","4P5T62026M3","1","PA","XNF7362","2023","8","2"
"2022096014","4A2LG323671","1","PA","XNN-9418","2023","8","1"
"2022059675","50PBU1217KL","1","PA","XLR8605","2022","3","2"
"2022117975","5DDKV4520N1","1","ME","28TLR56498","2026","7","2"
"2022067909","53NBE1629H1","1","PA","XKJ-7310","2023","3","2"
"2022091235","TC11861","1","DE","T96299","2022","7","1"
"2022071165","5ZT2PUECXM4","1","PA","XXM6903","2022","5","1"
"2022052175","4B9B1C516MK","1","PA","XMR4895","2026","3","1"
"2022052175","1GR1P5614NK","1","IN","PA27658","2022","7","2"
"2022017608","1GR1P0623MT","1","TN","128205T","2021","7","1"
"2022096931","1DW1A2816HS","1","IN","P978918","2022","7","1"
"2022075707","1JJV532D1NL","1","IL","831984ST","2023","7","1"
"2022075707","1GRAA06267G","1","ME","231875G","2023","7","2"
"2022079669","1JJV532D4LL","1","MS","125537A","2023","7","2"
"2022050829","1S9LG4226XH","1","PA","PT769M9","1999","6","2"
"2022019430","","0","OR","HV08642","2022","7","2"
"2022015728","","0","TN","051650T","2021","7","1"
"2022023520","1UYVS2530J7","1","IL","720394ST","","7","1"
"2022032481","99999999999","1","IN","P699078","2022","6","2"
"2022089124","1GRAP0627HT","1","ME","5079028","2023","7","1"
"2022090739","3H3V452C1JT","1","OK","AD4336","2023","7","1"
"2022097390","1UYVS2538K7","1","PA","PT774F5","2019","6","3"
"2022021785","","0","OK","4869GH","2022","6","1"
"2022018335","","0","MN","4TS9347","2021","6","1"
"2022049193","4JAHD1848LG","1","PA","XKC5712","2023","3","1"
"2022105584","99999999999","1","ZZ","UNK","","7","2"
"2022034084","LJRC54266LT","1","IN","P816619","2023","7","1"
"2022033834","1JJV532D9CL","1","ME","5053144","2032","7","1"
"2022078485","1GR1P0621MK","1","IN","P939487","2099","7","2"
"2022020730","99999999999","1","IL","686994ST","2022","7","1"
"2022088375","99999999999","1","ON","R2328S","2023","7","2"
"2022054547","1W14432A1M7","1","ME","3231081","2032","7","1"
"2022019300","99999999999","1","PA","PT721N4","2022","7","2"
"2022109454","99999999999","1","PA","XNM9742","","6","2"
"2022075630","2HSFTAER2XC","1","PA","NA","2023","7","1"
"2022112452","1UJBJ0BR6A1","1","PA","XGV0217","2025","3","1"
"2022118565","541FP2221FM","1","PA","XMF2508","2022","3","1"
"2022074584","7J517GH17KB","1","PA","XLS5842","2025","3","2"
"2022080095","1DW1A5323MS","1","ME","30TLR37690","2020","7","2"
"2022066493","1GR1A9623KB","1","NY","398 9C4","2023","7","1"
"2022025003","","0","NJ","TSR22D","1998","7","1"
"2022051041","5MAMN48245C","1","PA","PT6567H","2023","7","1"
"2022097678","3H3V532C5HT","1","ME","2825182","2022","7","1"
"2022079318","1JJV532D2EL","1","ME","2817236","2028","6","2"
"2022019433","","0","VA","522413TL","2022","7","1"
"2022003185","1S9GB0921YG","1","PA","XKY6112","2000","3","3"
"2022030865","99999999999","1","OK","9815LN","9999","7","1"
"2022049104","1RNF48A24ER","1","TN","U497132","2022","7","2"
"2022051508","3H3V532C8GT","1","ME","273246Z","2027","7","1"
"2022058301","4YDF39037EF","1","PA","TOYB0X","2023","5","2"
"2022113117","3H3V362C7MT","1","IL","719251ST","2020","7","1"
"2022033295","1UYVS253XL7","1","IN","P869551","2022","7","2"
"2022089040","5H2V508WX7W","1","PA","XHZ1504","2020","6","1"
"2022055260","1K9CS5325ML","1","MX","259651E","2025","7","1"
"2022055260","LJRC5426161","1","TN","U913681","2020","7","4"
"2022055260","1UYVS2365J6","1","PA","PT5578Z","2022","7","6"
"2022054187","25EOAH14431","1","NJ","TUF59L","2022","8","2"
"2022097383","5DMFABTB17C","1","ME","267877D","2022","7","3"
"2022075375","4J8T0442XWT","1","NJ","TFT25R","","7","2"
"2022068585","99999999999","1","ZF","UNKNOWN","9999","7","1"
"2022089367","5A3C716D8LL","1","PA","XMJ4957","2023","3","2"
"2022048140","1JJV532W18L","1","PA","PT8380E","2099","7","1"
"2022003939","99999999999","1","OH","TRB6555","2022","7","1"
"2022109599","1R1F14822YK","1","OH","TTD2996","2023","7","1"
"2022109322","1GRAP5618GK","1","ME","243923G","2016","7","1"
"2022109322","1GRAP5618KK","2","IN","P789053","2019","7","1"
"2022032690","","0","PA","PT8222K","2023","7","2"
"2022058610","5JPBU2321AP","1","PA","PT886K0","2022","8","2"
"2022064933","1GR1P0627PD","1","ME","433827Y","2031","7","2"
"2022042022","5V8VC5320DM","1","ME","223219E","2022","7","2"
"2022049730","1UYVS25313M","1","ME","B846662","2023","7","1"
"2022036574","5E0AK14427G","1","ME","249748E","2024","6","1"
"2022036574","1TTF532CXL3","1","MO","10B325","2023","7","2"
"2022059706","4JADT61096G","1","PA","XCJ3868","2023","3","1"
"2022117246","1DW1A5325LS","1","OH","TRM1069","2022","7","2"
"2022015826","","0","ME","267510B","2022","7","2"
"2022119210","XXXXXXXXXXX","1","ZZ","XXXXXXX","2022","7","1"
"2022104224","1JJV532D7PL","1","ME","5097421","2027","6","1"
"2022022777","99999999999","1","TN","082963T","2021","7","2"
"2022109341","99999999999","1","NH","T488182","2023","7","1"
"2022109341","00000000","1","IN","P920842","2023","7","2"
"2022066320","1UYVS2531H6","1","MI","D569546","2022","6","1"
"2022032725","3H3V281C2ET","1","IN","P387504","2022","7","1"
"2022051628","1RBT353056A","1","NJ","TBR75L","2023","6","1"
"2022047809","5B5PS1416EH","1","DE","T185004","2022","3","1"
"2022030959","1TTE533A0N3","1","PA","PT869M2","2022","7","2"
"2022098023","99999999999","1","ZZ","999999999999","2099","7","1"
"2022089104","4YMBU1212LV","1","PA","XMG2821","2025","3","2"
"2022061437","1K222AN14LD","1","PA","XKJ2368","2019","8","1"
"2023000569","5MAPA5323EA","1","ME","2389054","2028","7","2"
"2022054552","99999999999","1","NJ","TXB223","2022","6","2"
"2022109706","1XNBC3427N3","1","FL","90BBKD","2022","3","1"
"2022040227","1UYVS2532N7","1","NJ","TYF11Y","2022","7","2"
"2022037073","2TLDL43273B","1","ON","032616937","2025","7","1"
"2022023562","","0","MO","95AT5C","2022","7","2"
"2022052361","1JJV532B4EL","1","IL","T549057","9999","7","2"
"2022068422","58CB1DA2XPC","1","PA","XNR8923","2023","6","2"
"2022121247","1JJF482F4YS","1","PA","PT7828N","2099","7","1"
"2022107957","1JJV532D0FL","1","OK","7484KS","2022","7","1"
"2022054030","4FGB22020CC","1","PA","XLK3826","2022","6","2"
"2022013408","","0","TN","U968811","2019","7","2"
"2022021954","99999999999","1","OK","3706KH","2022","7","1"
"2022089121","542BC1624MB","1","PA","XMP6010","2025","6","2"
"2022093947","1UYVS2532GU","1","MO","11B677","2022","7","2"
"2022114958","1GRAA5610CK","1","OK","9642JD","2023","7","1"
"2022114958","1GRAA5617CK","2","OK","1332JA","2030","7","1"
"2023003431","TR66842PA","1","PA","PT9853L","2023","7","2"
"2022082854","5NDFP22285S","1","PA","XMC8388","2022","3","2"
"2022018287","NO VIN - HO","1","ZZ","XXXXXXXX","2099","9","1"
"2022099651","1GRAP062XDT","1","IN","U708176","2023","7","1"
"2022012725","1GR1P0629NK","1","IL","849233ST","2022","7","2"
"2022094240","99999999999","1","ZZ","99999","2099","3","1"
"2022094240","573FM4533J1","1","PA","XLE1824","2023","5","3"
"2022021400","1PELT4012TP","1","PA","PT144L1","2022","7","1"
"2022079412","4TCSS2223NH","1","PA","XNN6987","2026","6","1"
"2022021092","1GR4M9627LH","1","ME","30-41211","2030","7","1"
"2022055317","2MN01JAH891","1","OK","CB8821","2017","7","2"
"2022086543","1GRAA5617CD","1","TN","U319894","2022","7","1"
"2022086543","1GRAA56186K","2","TN","T927314","2022","7","1"
"2022119720","1FUYSSEB3WL","1","NC","56830","2023","7","1"
"2022003657","99999999999","1","MX","234735A","2019","7","2"
"2022054297","1GRAA0621FK","1","IN","P455730","2022","7","1"
"2022092416","4X4TSE4151N","1","PA","XJE1671","2000","6","2"
"2022037942","LJRC41260J1","1","ME","3021867","2030","7","1"
"2022054218","5501D1821LS","1","PA","XMF3620","2026","6","2"
"2022066107","1JJV532D5JL","1","MI","E462784","2099","7","1"
"2022076123","1LH330WH1E1","1","OH","TQH8265","2022","7","1"
