"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2022047213","U","N","U","U","U","U","9","Y","Y","00050","N","","","","","","","","N","4"
"2022072518","Y","Y","Y","Y","U","Y","3","Y","N","01450","N","","","","","","","","N","1"
"2022104219","N","N","Y","Y","N","N","0","Y","N","01600","N","","","","","","","","N","2"
"2022082208","N","N","N","Y","Y","Y","1","Y","Y","00300","N","","","","","","","","N","1"
"2022080347","N","N","U","N","Y","Y","1","N","Y","00600","N","","","","","","","","N","2"
"2022102837","N","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","1"
"2022069971","N","N","N","Y","U","Y","1","N","N","00600","N","","","","","","","","N","2"
"2022097031","U","U","Y","U","U","U","9","Y","Y","00750","N","","","","","","","","N","2"
"2022076973","Y","N","U","U","N","N","0","Y","N","01340","N","","","","","","","","N","1"
"2022076973","Y","Y","U","U","N","N","0","Y","N","01800","N","","","","","","","","N","2"
"2022070008","N","N","U","N","N","N","0","N","N","00050","N","","","","","","","","N","1"
"2022101775","Y","Y","U","Y","Y","Y","2","Y","N","01200","N","","","","","","","","N","1"
"2022076050","N","Y","Y","Y","U","Y","1","Y","Y","00650","N","","","","","","","","N","2"
"2022075747","","","","","","","","","","","","","","","","","","","","1"
"2022075723","N","U","U","U","U","U","9","U","U","01442","N","","","","","","","","N","2"
"2022061227","Y","Y","U","Y","U","Y","1","Y","N","99999","Y","N","Y","U","Y","1","Y","N","N","2"
"2022061234","N","N","N","N","N","N","0","N","N","00150","N","","","","","","","","N","1"
"2022080700","N","Y","N","Y","Y","N","1","Y","N","00955","N","","","","","","","","N","1"
"2022082933","Y","U","U","U","U","U","9","U","U","01133","N","","","","","","","","N","2"
"2022087242","N","U","U","U","U","U","9","U","U","00600","U","","","","","","","","N","1"
"2022087242","N","Y","N","U","Y","U","1","Y","Y","00750","N","","","","","","","","N","2"
"2022048695","N","U","Y","Y","U","Y","1","Y","Y","65000","N","","","","","","","","N","2"
"2022044378","Y","U","U","Y","Y","U","3","U","U","01450","N","","","","","","","","N","1"
"2022044378","Y","Y","U","U","U","U","9","Y","N","01449","N","","","","","","","","N","2"
"2022069807","N","N","Y","Y","N","N","0","Y","Y","00250","N","","","","","","","","N","1"
"2022086667","","","","","","","","","","","","","","","","","","","","1"
"2022045318","N","N","U","U","U","N","1","Y","U","60000","N","","","","","","","","N","1"
"2022066493","N","U","Y","Y","U","Y","1","Y","Y","00650","N","","","","","","","","N","2"
"2022029245","N","Y","U","U","N","N","0","Y","Y","00200","N","","","","","","","","N","2"
"2022074599","Y","N","Y","N","N","N","0","Y","Y","00750","N","","","","","","","","N","1"
"2022105397","N","U","Y","N","N","N","0","Y","N","01200","N","","","","","","","","N","1"
"2022076607","N","U","Y","Y","Y","Y","1","Y","U","00800","N","","","","","","","","N","2"
"2022075109","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","1"
"2022086974","N","U","N","U","U","U","9","U","U","99999","N","","","","","","","","N","1"
"2022082549","","","","","","","","","","","","","","","","","","","","2"
"2022069595","","","","","","","","","","","","","","","","","","","","1"
"2022098275","Y","N","U","U","Y","U","3","U","N","00114","N","","","","","","","","N","1"
"2022049291","Y","U","U","Y","U","Y","3","Y","Y","01690","N","","","","","","","","N","1"
"2022049805","Y","Y","U","Y","Y","Y","1","Y","N","01854","N","","","","","","","","N","2"
"2022084208","Y","Y","Y","Y","N","N","0","Y","Y","01753","Y","Y","Y","N","N","0","Y","Y","N","1"
"2022074897","Y","N","U","Y","U","Y","2","Y","N","01690","N","","","","","","","","N","1"
"2022084137","Y","Y","U","Y","Y","Y","2","Y","Y","00805","N","","","","","","","","N","1"
"2022076376","N","Y","Y","Y","N","Y","1","Y","Y","00750","N","","","","","","","","N","1"
"2022045068","Y","U","U","Y","U","Y","1","Y","Y","99999","N","","","","","","","","N","2"
"2022117402","","","","","","","","","","","","","","","","","","","","2"
"2022059943","Y","Y","Y","Y","N","N","0","Y","Y","00750","N","","","","","","","","N","1"
"2022080632","N","U","U","U","U","U","9","U","U","00649","U","","","","","","","","N","1"
"2022024329","N","N","N","Y","U","Y","1","Y","Y","99999","N","","","","","","","","N","1"
"2022087546","N","N","N","Y","Y","N","1","Y","Y","00650","N","","","","","","","","N","1"
"2022075729","Y","Y","Y","Y","N","N","0","Y","Y","00096","Y","Y","Y","U","Y","3","Y","N","N","1"
"2022098586","N","Y","N","N","N","N","0","Y","Y","00250","N","","","","","","","","N","1"
"2022067929","Y","Y","Y","Y","Y","Y","1","Y","Y","00983","N","","","","","","","","N","1"
"2022066485","Y","U","U","Y","U","Y","1","Y","N","00800","N","","","","","","","","N","2"
"2022082040","","","","","","","","","","","","","","","","","","","","2"
"2022060967","N","N","N","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2022079544","Y","N","Y","N","N","N","0","Y","Y","01200","N","","","","","","","","N","1"
"2022054182","N","N","Y","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","1"
"2022015970","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","1"
"2022020391","N","Y","N","N","N","N","0","N","N","00296","N","","","","","","","","N","1"
"2022068129","N","N","Y","Y","Y","Y","1","Y","N","00900","N","","","","","","","","N","1"
"2022069127","N","N","N","Y","N","N","0","Y","Y","01000","N","","","","","","","","N","1"
"2022106069","N","Y","Y","N","N","N","0","Y","Y","01470","N","","","","","","","","N","2"
"2022077297","","","","","","","","","","","","","","","","","","","","1"
"2022077024","N","N","U","Y","Y","Y","1","Y","Y","00373","N","","","","","","","","N","1"
"2022098745","Y","U","U","U","N","N","0","Y","N","01868","N","","","","","","","","N","2"
"2022077115","N","N","U","Y","Y","Y","1","Y","Y","00234","N","","","","","","","","N","2"
"2022075638","N","N","N","N","N","N","0","Y","Y","00249","N","","","","","","","","N","1"
"2022056573","","","","","","","","","","","","","","","","","","","","1"
"2022074607","Y","Y","U","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","2"
"2022052081","N","N","Y","Y","N","N","0","N","N","00400","N","","","","","","","","N","2"
"2022067178","N","N","Y","Y","U","Y","1","Y","N","00988","N","","","","","","","","N","1"
"2022077702","Y","N","U","Y","N","N","0","Y","N","01300","N","","","","","","","","N","1"
"2022077702","Y","U","U","Y","U","Y","1","Y","Y","01298","N","","","","","","","","N","2"
"2022056577","Y","Y","Y","U","N","N","0","Y","Y","00883","N","","","","","","","","N","2"
"2022039296","","","","","","","","","","","","","","","","","","","","2"
"2022087955","Y","Y","U","U","N","N","0","Y","Y","01584","N","","","","","","","","N","1"
"2022082823","","","","","","","","","","","","","","","","","","","","2"
"2022067578","N","N","U","Y","Y","Y","1","N","N","00400","N","","","","","","","","N","2"
"2022062544","N","Y","U","Y","U","Y","2","Y","Y","01200","N","","","","","","","","N","2"
"2022086845","N","U","U","U","N","U","9","U","U","00999","N","","","","","","","","N","1"
"2022086845","N","Y","U","U","N","N","0","Y","Y","00500","N","","","","","","","","N","2"
"2022104036","N","U","U","Y","U","Y","1","U","U","01000","N","","","","","","","","N","1"
"2022035833","N","Y","Y","N","N","N","0","Y","Y","00600","N","","","","","","","","N","2"
"2022085321","Y","Y","Y","Y","N","N","0","Y","Y","00004","N","","","","","","","","N","1"
"2022066451","Y","Y","U","N","N","N","0","Y","N","01690","N","","","","","","","","N","1"
"2022061429","U","U","U","U","U","U","9","U","U","01340","N","","","","","","","","N","2"
"2022040510","N","Y","U","Y","Y","Y","1","Y","Y","01449","N","","","","","","","","N","2"
"2022035271","N","N","N","N","N","N","0","Y","N","00650","N","","","","","","","","N","1"
"2022007606","Y","Y","U","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","1"
"2022077324","","","","","","","","","","","","","","","","","","","","2"
"2022048130","N","N","Y","Y","Y","Y","1","Y","Y","01100","N","","","","","","","","N","2"
"2022048261","Y","N","N","N","N","N","0","Y","N","00800","Y","N","N","N","N","0","Y","N","N","1"
"2022059762","N","N","N","N","N","N","0","N","N","00700","N","","","","","","","","N","1"
"2022095253","","","","","","","","","","","","","","","","","","","","2"
"2022080205","N","U","U","Y","U","U","1","Y","U","00449","N","","","","","","","","N","1"
"2022107961","U","U","U","Y","U","Y","9","Y","Y","00005","N","","","","","","","","N","1"
"2022080465","","","","","","","","","","","","","","","","","","","","2"
"2022068394","N","N","U","N","N","Y","1","Y","N","00450","N","","","","","","","","N","1"
"2022046293","N","U","U","U","U","Y","1","Y","U","00750","N","","","","","","","","N","2"
"2022066558","N","Y","Y","Y","U","U","9","Y","N","00600","N","","","","","","","","N","2"
"2022082332","Y","N","Y","Y","N","N","0","Y","N","01500","N","","","","","","","","N","1"
"2022082332","Y","Y","Y","Y","N","Y","1","Y","N","01500","N","","","","","","","","N","2"
"2022082332","Y","Y","Y","Y","N","N","0","Y","N","01500","N","","","","","","","","N","3"
"2022051108","","","","","","","","","","","","","","","","","","","","2"
"2022074617","N","Y","U","Y","Y","Y","2","Y","Y","01200","N","","","","","","","","N","2"
"2022084330","Y","Y","N","Y","N","N","0","Y","Y","01818","N","","","","","","","","N","1"
"2022084143","N","Y","Y","Y","Y","Y","1","Y","Y","00900","N","","","","","","","","N","2"
"2022109856","N","Y","N","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","1"
"2022068066","Y","Y","Y","Y","U","Y","3","Y","N","00114","Y","Y","Y","U","Y","3","Y","N","N","2"
"2022066229","Y","Y","N","Y","N","N","0","Y","N","01500","Y","Y","Y","N","N","0","N","N","N","1"
"2022082540","Y","U","U","Y","N","N","0","Y","N","00000","N","","","","","","","","N","2"
"2022064672","Y","Y","Y","Y","N","N","0","Y","Y","00134","N","","","","","","","","N","1"
"2022065570","N","N","Y","Y","Y","Y","1","N","Y","01000","N","","","","","","","","N","2"
"2022065595","","","","","","","","","","","","","","","","","","","","1"
"2022066722","Y","N","U","Y","Y","Y","1","N","Y","01450","N","","","","","","","","N","1"
"2022049300","N","Y","N","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","1"
"2022052491","","","","","","","","","","","","","","","","","","","","2"
"2022065359","Y","Y","N","Y","Y","Y","3","Y","N","00750","N","","","","","","","","N","2"
"2022053176","Y","U","Y","Y","U","Y","1","N","U","00900","N","","","","","","","","N","3"
"2022076397","N","U","Y","Y","U","Y","1","N","N","00125","N","","","","","","","","N","1"
"2022068426","Y","N","U","U","N","N","0","N","N","00650","N","","","","","","","","N","2"
"2022108146","Y","U","U","N","N","N","0","Y","Y","99999","N","","","","","","","","N","1"
"2022101029","N","Y","U","Y","N","N","0","Y","Y","01340","N","","","","","","","","N","1"
"2022095738","N","U","N","U","N","N","0","Y","Y","00400","N","","","","","","","","N","1"
"2022077257","N","N","Y","Y","Y","Y","1","N","N","01200","N","","","","","","","","N","1"
"2022052829","U","Y","Y","Y","Y","Y","1","Y","Y","01800","N","","","","","","","","N","1"
"2022068404","","","","","","","","","","","","","","","","","","","","1"
"2022082178","N","U","U","Y","Y","Y","1","Y","Y","00800","N","","","","","","","","N","1"
"2022080941","N","Y","N","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","1"
"2022082039","U","U","U","N","N","N","0","U","N","00805","N","","","","","","","","N","1"
"2022050358","N","Y","U","Y","Y","Y","1","Y","Y","00599","N","","","","","","","","N","1"
"2022045372","Y","U","Y","Y","U","Y","1","Y","Y","01203","N","","","","","","","","N","2"
"2022063541","N","N","U","U","U","U","9","Y","N","00123","N","","","","","","","","N","1"
"2022064947","Y","Y","Y","Y","Y","Y","1","Y","N","00800","N","","","","","","","","N","1"
"2022090346","N","U","U","U","U","N","1","U","U","00100","N","","","","","","","","N","1"
"2022043373","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","1"
"2022052886","","","","","","","","","","","","","","","","","","","","1"
"2022093838","Y","Y","U","N","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2022059513","N","U","U","N","U","Y","1","Y","N","00125","N","","","","","","","","N","1"
"2022063991","N","N","Y","Y","Y","Y","1","Y","Y","00400","N","","","","","","","","N","1"
"2022075003","Y","Y","Y","Y","U","Y","3","Y","N","01854","N","","","","","","","","N","1"
"2022076316","Y","Y","Y","Y","N","N","0","Y","N","01690","Y","Y","Y","U","N","1","Y","N","N","1"
"2022064821","N","N","U","U","N","N","0","Y","U","01340","N","","","","","","","","N","1"
"2022112505","","","","","","","","","","","","","","","","","","","","2"
"2022064180","Y","U","U","U","U","Y","3","Y","N","01746","N","","","","","","","","N","2"
"2022077733","N","U","U","U","N","N","0","Y","U","01200","N","","","","","","","","N","1"
"2022014717","","","","","","","","","","","","","","","","","","","","2"
"2022087828","Y","Y","U","Y","Y","Y","1","Y","Y","01800","N","","","","","","","","N","1"
"2022069987","N","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","1"
"2022069967","Y","U","Y","Y","U","Y","1","Y","N","01854","Y","U","Y","U","Y","1","Y","U","N","1"
"2022095886","N","U","U","Y","U","U","1","Y","Y","00049","N","","","","","","","","N","2"
"2022073280","Y","N","U","Y","Y","Y","1","N","Y","00400","N","","","","","","","","N","1"
"2022068595","","","","","","","","","","","","","","","","","","","","2"
"2022016000","Y","U","U","U","N","N","0","Y","U","00110","N","","","","","","","","N","2"
"2022064827","Y","Y","U","U","N","N","0","U","U","01746","N","","","","","","","","N","1"
"2022096249","Y","Y","U","Y","Y","Y","2","Y","Y","01690","N","","","","","","","","N","1"
"2022098869","Y","Y","N","Y","N","N","0","Y","Y","01584","N","","","","","","","","N","1"
"2022051635","","","","","","","","","","","","","","","","","","","","1"
"2022057510","Y","Y","Y","Y","N","Y","1","Y","N","01200","N","","","","","","","","N","2"
"2022059369","Y","N","Y","N","N","N","0","Y","N","00500","N","","","","","","","","N","1"
"2022057589","U","Y","U","Y","Y","Y","3","Y","Y","00649","N","","","","","","","","N","1"
"2022115159","Y","Y","N","Y","N","N","0","Y","N","01584","N","","","","","","","","N","1"
"2022090175","","","","","","","","","","","","","","","","","","","","2"
"2022064798","Y","N","Y","Y","Y","N","0","Y","Y","01100","Y","N","U","N","N","0","Y","Y","N","1"
"2022038197","","","","","","","","","","","","","","","","","","","","2"
"2022073769","N","N","U","U","N","N","1","N","N","00000","U","","","","","","","","N","1"
"2022050988","N","Y","N","Y","Y","Y","3","Y","Y","01200","N","","","","","","","","N","1"
"2022089604","N","N","U","U","N","N","0","Y","N","01000","N","","","","","","","","N","1"
"2022063903","N","N","U","Y","U","Y","1","Y","Y","00125","N","","","","","","","","N","1"
"2022043875","N","N","U","U","U","Y","1","Y","Y","00998","N","","","","","","","","N","1"
"2022070728","Y","Y","U","Y","Y","Y","1","Y","Y","01800","N","","","","","","","","N","1"
"2022069657","N","N","Y","Y","U","Y","1","N","N","00929","N","","","","","","","","N","2"
"2022054023","Y","N","Y","U","N","N","0","Y","Y","00000","N","","","","","","","","N","2"
"2022070063","","","","","","","","","","","","","","","","","","","","1"
"2022070063","","","","","","","","","","","","","","","","","","","","3"
"2022038456","Y","Y","U","N","Y","Y","3","Y","Y","01584","N","","","","","","","","N","1"
"2022038456","Y","Y","U","U","Y","Y","3","Y","Y","01584","N","","","","","","","","N","2"
"2022059377","N","Y","U","Y","Y","Y","2","Y","N","01750","N","","","","","","","","N","1"
"2022100520","Y","U","Y","Y","U","Y","1","Y","Y","01170","N","","","","","","","","N","1"
"2022047166","N","U","U","U","U","U","9","U","U","09999","N","","","","","","","","N","1"
"2022097348","Y","U","U","N","U","Y","3","U","U","00192","N","","","","","","","","N","1"
"2022099390","Y","N","N","N","N","N","0","Y","Y","00050","N","","","","","","","","N","1"
"2022090797","N","N","U","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2022057072","Y","N","Y","Y","Y","Y","1","Y","N","01832","N","","","","","","","","N","2"
"2022068040","N","N","U","N","N","N","0","Y","N","00150","N","","","","","","","","N","1"
"2022073312","","","","","","","","","","","","","","","","","","","","1"
"2022113068","Y","U","U","U","N","N","0","Y","Y","01200","N","","","","","","","","N","1"
"2022068913","N","N","U","U","N","N","0","Y","Y","01200","N","","","","","","","","N","1"
"2022056255","N","N","U","N","N","N","0","Y","N","99999","N","","","","","","","","N","1"
"2022120489","","","","","","","","","","","","","","","","","","","","2"
"2022090559","N","N","Y","Y","Y","Y","1","Y","N","00250","N","","","","","","","","N","1"
"2022093137","","","","","","","","","","","","","","","","","","","","2"
"2022066912","N","U","N","N","N","N","0","U","U","99999","Y","U","N","N","N","0","U","U","N","1"
"2022085787","N","N","N","N","N","N","0","Y","N","00199","N","","","","","","","","N","1"
"2022056587","N","N","Y","N","N","N","0","N","N","13000","N","","","","","","","","N","1"
"2022032455","N","N","U","Y","Y","N","1","Y","Y","01400","N","","","","","","","","N","1"
"2022077170","N","Y","U","Y","Y","Y","1","Y","N","00805","N","","","","","","","","N","2"
"2022079056","Y","N","Y","Y","Y","Y","3","Y","N","01745","N","","","","","","","","N","1"
"2022066050","N","U","Y","Y","U","Y","1","U","U","01340","Y","U","Y","U","Y","1","U","U","N","2"
"2022081582","N","N","U","Y","Y","Y","1","Y","N","01000","Y","N","Y","Y","N","1","Y","N","N","1"
"2022059432","Y","U","U","N","U","U","1","U","U","99999","Y","U","U","U","U","1","U","U","N","1"
"2022103741","","","","","","","","","","","","","","","","","","","","1"
"2022042971","","","","","","","","","","","","","","","","","","","","2"
"2022065856","","","","","","","","","","","","","","","","","","","","2"
"2022051397","","","","","","","","","","","","","","","","","","","","2"
"2022078587","U","Y","U","U","U","Y","1","Y","U","00150","N","","","","","","","","N","2"
"2022097289","Y","Y","U","Y","N","N","0","Y","N","01687","N","","","","","","","","N","1"
"2022091733","N","N","N","Y","N","Y","1","N","N","00200","N","","","","","","","","N","1"
"2022042835","U","U","U","U","U","U","9","U","U","00600","U","","","","","","","","U","2"
"2022086064","N","Y","Y","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2022028349","N","U","Y","U","U","Y","1","Y","Y","01200","N","","","","","","","","N","2"
"2022087035","","","","","","","","","","","","","","","","","","","","1"
"2022086317","N","N","U","N","N","N","0","N","N","00883","N","","","","","","","","N","1"
"2022040177","Y","Y","Y","N","U","Y","1","Y","N","00125","N","","","","","","","","N","2"
"2022051945","N","N","U","Y","Y","Y","1","N","N","00250","N","","","","","","","","N","1"
"2022077436","N","N","N","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","2"
"2022038621","N","U","U","N","N","N","0","Y","U","00600","N","","","","","","","","N","1"
"2022108493","N","Y","U","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","1"
"2022073434","N","N","N","Y","Y","Y","1","Y","N","01200","N","","","","","","","","N","2"
"2022088157","N","N","N","N","N","N","3","N","N","00005","N","","","","","","","","N","1"
"2022073913","N","Y","U","Y","N","","0","Y","Y","01500","N","","","","","","","","N","1"
"2022106287","","","","","","","","","","","","","","","","","","","","2"
"2022098446","Y","Y","Y","U","Y","Y","3","Y","Y","01800","N","","","","","","","","N","2"
"2022023931","","","","","","","","","","","","","","","","","","","","2"
"2022092947","Y","Y","Y","Y","U","Y","1","Y","Y","00250","N","","","","","","","","N","1"
"2022031726","N","Y","U","U","U","U","9","Y","Y","00100","N","","","","","","","","N","1"
"2022064429","Y","N","U","Y","U","U","3","N","N","01450","Y","N","Y","U","Y","3","Y","N","N","1"
"2022029885","N","Y","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2022093864","Y","Y","Y","Y","U","Y","1","Y","Y","00700","N","","","","","","","","N","2"
"2022046636","","","","","","","","","","","","","","","","","","","","1"
"2022106640","","","","","","","","","","","","","","","","","","","","2"
"2022073476","Y","Y","U","Y","U","Y","1","Y","Y","01000","N","","","","","","","","N","1"
"2022082314","Y","Y","Y","Y","N","N","0","Y","Y","00000","N","","","","","","","","N","1"
"2022065266","N","U","Y","Y","U","Y","3","Y","Y","01868","N","","","","","","","","N","2"
"2022063989","Y","N","U","Y","N","Y","3","Y","Y","01700","N","","","","","","","","N","1"
"2022086982","","","","","","","","","","","","","","","","","","","","2"
"2022074442","N","Y","U","Y","Y","U","1","Y","N","01800","N","","","","","","","","N","1"
"2022107811","N","U","Y","Y","U","U","1","Y","Y","01200","N","","","","","","","","N","1"
"2022106348","Y","U","U","U","N","N","0","Y","N","01584","N","","","","","","","","N","1"
"2022110168","N","N","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2022043086","N","N","Y","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","1"
"2022036084","N","Y","N","Y","Y","Y","3","Y","Y","01450","N","","","","","","","","N","1"
"2022068909","N","N","Y","N","N","N","0","N","N","00248","N","","","","","","","","N","1"
"2022113105","N","N","Y","Y","Y","Y","1","Y","Y","00400","N","","","","","","","","N","2"
"2022079811","","","","","","","","","","","","","","","","","","","","1"
"2022062409","N","N","Y","Y","N","N","0","Y","N","00700","N","","","","","","","","N","1"
"2022101390","N","Y","U","N","N","N","0","Y","U","00750","N","","","","","","","","N","1"
"2022103263","N","U","U","Y","U","Y","1","Y","Y","00500","N","","","","","","","","N","1"
"2022059165","N","Y","U","Y","N","N","0","Y","N","99999","N","","","","","","","","N","1"
"2022096866","N","N","U","Y","N","N","0","Y","N","00600","Y","N","N","N","N","0","Y","Y","N","1"
"2022033255","N","N","N","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2022028759","Y","Y","N","Y","Y","Y","1","Y","N","00250","N","","","","","","","","N","1"
"2022074128","N","U","U","N","Y","Y","1","Y","Y","00649","N","","","","","","","","N","1"
"2022064598","N","Y","U","Y","Y","Y","3","Y","Y","01580","N","","","","","","","","N","1"
"2022062107","N","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","1"
"2022098718","N","Y","N","Y","U","Y","2","Y","U","99999","N","","","","","","","","N","2"
"2022027617","N","U","U","Y","Y","U","1","Y","Y","00599","N","","","","","","","","N","1"
"2022069638","","","","","","","","","","","","","","","","","","","","1"
"2022079746","N","N","N","N","N","N","0","Y","N","99999","N","","","","","","","","N","2"
"2022094900","","","","","","","","","","","","","","","","","","","","2"
"2022101481","U","Y","Y","N","N","N","0","Y","Y","00103","N","","","","","","","","N","1"
"2022068500","Y","Y","Y","Y","Y","U","9","Y","Y","01450","Y","Y","U","U","U","9","Y","Y","N","1"
"2022072140","N","U","Y","Y","Y","N","2","Y","Y","00636","N","","","","","","","","N","1"
"2022075431","N","N","U","Y","U","Y","1","Y","Y","01000","Y","U","Y","U","Y","1","Y","N","N","1"
"2022039678","Y","U","Y","U","N","N","0","U","U","99999","N","","","","","","","","N","1"
"2022106581","Y","Y","Y","Y","Y","Y","1","Y","Y","01450","N","","","","","","","","N","1"
"2022106581","Y","Y","Y","Y","Y","Y","2","Y","Y","01500","N","","","","","","","","N","2"
"2022082254","N","Y","Y","Y","Y","Y","3","Y","Y","01200","N","","","","","","","","N","1"
"2022056999","Y","Y","Y","Y","U","Y","1","Y","Y","01100","N","","","","","","","","N","1"
"2022049131","N","Y","Y","Y","U","Y","3","Y","N","00600","N","","","","","","","","N","1"
"2022006137","","","","","","","","","","","","","","","","","","","","1"
"2022015883","N","N","U","Y","Y","U","1","Y","Y","00650","N","","","","","","","","N","1"
"2022084575","N","Y","Y","U","U","U","1","Y","N","00890","N","","","","","","","","N","2"
